MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2007-01-01,California Islands,0,46.0493,26,17,34,812.1832,296102
ENSEMBLE,2007-01-01,Central Coast,3,21.9649,22,12,31,12.7129,32356360
ENSEMBLE,2007-01-01,Colorado River,10,8.7006,4,2,9,13.038,56840822
ENSEMBLE,2007-01-01,North Coast,1,26.4234,27,18,35,11.051,51139340
ENSEMBLE,2007-01-01,North Lahontan,8,10.4305,9,6,13,6.5258,11926650
ENSEMBLE,2007-01-01,Sacramento River,5,21.5644,21,15,28,9.8577,69612726
ENSEMBLE,2007-01-01,San Francisco Bay,2,23.6814,24,17,31,9.9083,12922432
ENSEMBLE,2007-01-01,San Joaquin River,6,22.156,22,17,28,8.8822,38089283
ENSEMBLE,2007-01-01,South Coast,4,19.8928,19,11,28,11.4263,31114039
ENSEMBLE,2007-01-01,South Lahontan,9,7.3411,5,2,10,7.4235,72824927
ENSEMBLE,2007-01-01,Tulare Lake,7,16.7317,16,10,23,9.5505,44091609
