MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2004-09-01,California Islands,0,65.8225,56.0,40.0,74.0,549.4493,295740
ENSEMBLE,2004-09-01,Central Coast,3,43.7717,42.0,13.0,71.0,32.6508,32370162
ENSEMBLE,2004-09-01,Colorado River,10,18.7615,6.0,2.0,18.0,35.5537,56931810
ENSEMBLE,2004-09-01,North Coast,1,84.668,92.0,64.0,110.0,34.2878,55733215
ENSEMBLE,2004-09-01,North Lahontan,8,39.9578,32.0,13.0,63.0,32.0467,17540672
ENSEMBLE,2004-09-01,Sacramento River,5,67.8607,73.0,38.0,96.0,35.9466,78295127
ENSEMBLE,2004-09-01,San Francisco Bay,2,54.8209,49.0,24.0,84.0,36.4496,12943571
ENSEMBLE,2004-09-01,San Joaquin River,6,55.2856,53.0,19.0,87.0,39.3914,43869410
ENSEMBLE,2004-09-01,South Coast,4,55.1066,55.0,30.0,78.0,31.2947,31338668
ENSEMBLE,2004-09-01,South Lahontan,9,11.9437,4.4504,0.5636,14.4776,18.2587,76585249
ENSEMBLE,2004-09-01,Tulare Lake,7,48.4086,39.0,11.0,80.0,41.139,48385872
