MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2023-05-01,California Islands,0,88.3826,91,83.0,96.0,12.2315,115
ENSEMBLE,2023-05-01,Central Coast,3,85.4413,87,70.0,104.0,26.5192,2707581
ENSEMBLE,2023-05-01,Colorado River,10,144.356,171,76.5039,202.495,71.6614,2621250
ENSEMBLE,2023-05-01,North Coast,1,98.8587,105,75.0,124.0,33.7898,1907148
ENSEMBLE,2023-05-01,North Lahontan,8,97.7843,103,78.0,123.0,31.8834,761160
ENSEMBLE,2023-05-01,Sacramento River,5,108.9385,112,82.0,140.0,37.8581,9995319
ENSEMBLE,2023-05-01,San Francisco Bay,2,91.0009,91,73.0,110.0,24.7778,593421
ENSEMBLE,2023-05-01,San Joaquin River,6,110.6965,115,76.0,146.0,41.313,9311817
ENSEMBLE,2023-05-01,South Coast,4,93.8264,95,77.0,111.0,25.359,845305
ENSEMBLE,2023-05-01,South Lahontan,9,95.7975,96,49.0,143.0,54.3789,335871
ENSEMBLE,2023-05-01,Tulare Lake,7,106.7913,108,64.0,149.0,50.5777,14213310
