MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2005-08-01,California Islands,0,48.4696,52.0,25.0,70.0,22.8177,115
ENSEMBLE,2005-08-01,Central Coast,3,76.3972,79.0,47.0,103.0,38.2785,2726659
ENSEMBLE,2005-08-01,Colorado River,10,103.6257,104.5022,52.5001,152.5024,55.9806,2621250
ENSEMBLE,2005-08-01,North Coast,1,100.8613,106.0,67.0,137.0,44.1483,1907423
ENSEMBLE,2005-08-01,North Lahontan,8,85.5542,95.0,38.0,128.0,50.2024,763211
ENSEMBLE,2005-08-01,Sacramento River,5,118.5731,128.0,63.0,173.0,60.1391,9997270
ENSEMBLE,2005-08-01,San Francisco Bay,2,71.7375,70.0,49.0,93.0,30.8635,590851
ENSEMBLE,2005-08-01,San Joaquin River,6,123.5468,138.0,82.0,168.0,55.8134,9311817
ENSEMBLE,2005-08-01,South Coast,4,93.9284,97.0,60.0,127.0,42.5832,941754
ENSEMBLE,2005-08-01,South Lahontan,9,91.9712,103.0,27.0,145.0,61.4969,335871
ENSEMBLE,2005-08-01,Tulare Lake,7,118.483,132.5036,54.4948,174.4995,64.5804,14214085
