MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2022-12-01,California Islands,0,25.5904,24,21,31,6.736,83
ENSEMBLE,2022-12-01,Central Coast,3,18.8838,20,15,23,6.555,2731107
ENSEMBLE,2022-12-01,Colorado River,10,28.1184,27,16,41,14.8536,2621250
ENSEMBLE,2022-12-01,North Coast,1,11.8092,11,7,16,6.7753,1645192
ENSEMBLE,2022-12-01,North Lahontan,8,6.6416,7,3,9,4.4272,364364
ENSEMBLE,2022-12-01,Sacramento River,5,14.8308,15,11,18,5.854,9487313
ENSEMBLE,2022-12-01,San Francisco Bay,2,12.4104,13,10,15,4.2703,596966
ENSEMBLE,2022-12-01,San Joaquin River,6,15.9445,16,14,19,4.3917,9311599
ENSEMBLE,2022-12-01,South Coast,4,26.6364,27,21,32,9.2476,941837
ENSEMBLE,2022-12-01,South Lahontan,9,13.9057,13,8,18,8.209,306229
ENSEMBLE,2022-12-01,Tulare Lake,7,17.1293,18,13,22,6.496,14210424
