MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2018-01-01,California Islands,0,23.5913,22,12,34,12.3506,115
ENSEMBLE,2018-01-01,Central Coast,3,22.5897,22,16,29,9.5268,2724915
ENSEMBLE,2018-01-01,Colorado River,10,41.6101,43,23,61,21.201,2621242
ENSEMBLE,2018-01-01,North Coast,1,19.4635,20,15,24,7.0919,1734793
ENSEMBLE,2018-01-01,North Lahontan,8,17.4938,18,13,22,6.7297,750187
ENSEMBLE,2018-01-01,Sacramento River,5,20.9014,21,17,25,6.1461,8911570
ENSEMBLE,2018-01-01,San Francisco Bay,2,20.7333,21,18,24,4.5042,596824
ENSEMBLE,2018-01-01,San Joaquin River,6,22.9101,23,19,27,6.406,9310401
ENSEMBLE,2018-01-01,South Coast,4,35.8161,37,24,46,14.378,941855
ENSEMBLE,2018-01-01,South Lahontan,9,19.8139,18,12,24,12.3121,333448
ENSEMBLE,2018-01-01,Tulare Lake,7,25.5552,25,20,31,8.5587,14213706
