MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2017-10-01,California Islands,0,31.2087,28,22,40,11.8208,115
ENSEMBLE,2017-10-01,Central Coast,3,37.7209,32,19,53,24.07,2731090
ENSEMBLE,2017-10-01,Colorado River,10,56.9596,50,20,90,40.175,2621250
ENSEMBLE,2017-10-01,North Coast,1,39.0526,38,25,52,18.9929,1907800
ENSEMBLE,2017-10-01,North Lahontan,8,37.9024,39,25,50,17.2196,763211
ENSEMBLE,2017-10-01,Sacramento River,5,47.2125,47,26,66,23.9293,9997270
ENSEMBLE,2017-10-01,San Francisco Bay,2,31.3058,31,20,41,14.7279,596909
ENSEMBLE,2017-10-01,San Joaquin River,6,50.9289,54,27,73,25.4899,9311817
ENSEMBLE,2017-10-01,South Coast,4,45.7765,47,23,66,25.8538,941855
ENSEMBLE,2017-10-01,South Lahontan,9,44.7549,40,12,66,35.2848,335871
ENSEMBLE,2017-10-01,Tulare Lake,7,50.4791,52,20,78,30.3593,14212649
