Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,Pixel_Count,ET_MM,ET_INCH
SIMS,2003-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,82.525487,3.249035
SIMS,2003-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,35.43549,1.395098
SIMS,2003-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,0,,
SIMS,2004-01-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,0,,
SIMS,2004-02-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,30041,47.370827,1.864993
SIMS,2004-03-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35318,105.703579,4.161558
SIMS,2004-04-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,106.447754,4.190856
SIMS,2004-05-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,134.655016,5.301379
SIMS,2004-06-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,139.552077,5.494176
SIMS,2004-07-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35331,146.616456,5.772301
SIMS,2004-08-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,126.869398,4.994858
SIMS,2004-09-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,94.667109,3.727052
SIMS,2004-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35390,64.625996,2.544331
SIMS,2004-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35389,46.133827,1.816292
SIMS,2004-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,35386,36.151614,1.423292
SIMS,2025-01-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,25.329714,0.997233
SIMS,2025-02-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,29.496445,1.161277
SIMS,2025-03-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,48.052775,1.891842
SIMS,2025-04-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,74.426749,2.930187
SIMS,2025-05-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,86.743455,3.415097
SIMS,2025-06-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,96.044342,3.781273
SIMS,2025-07-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,89.967177,3.542015
SIMS,2025-08-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,81.856915,3.222713
SIMS,2025-09-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,66.480488,2.617342
SIMS,2025-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,52.801135,2.078785
SIMS,2025-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,26.693408,1.050922
SIMS,2025-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36286,16.44593,0.647478
SIMS,2003-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,31.191205,1.228
SIMS,2003-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295383,22.645003,0.891536
SIMS,2003-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,196942,17.07653,0.672304
SIMS,2004-01-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,197261,18.599708,0.732272
SIMS,2004-02-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,25.128133,0.989297
SIMS,2004-03-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,28.8153,1.134461
SIMS,2004-04-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,48.374975,1.904527
SIMS,2004-05-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,85.222552,3.355219
SIMS,2004-06-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,129.252708,5.088689
SIMS,2004-07-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,160.130775,6.304361
SIMS,2004-08-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,105.475344,4.152573
SIMS,2004-09-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,58.226283,2.292373
SIMS,2004-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,39.520042,1.555907
SIMS,2004-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,295630,20.410868,0.803577
SIMS,2004-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,286576,19.34684,0.761687
SIMS,2025-01-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,10.435344,0.41084
SIMS,2025-02-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,25.742279,1.013476
SIMS,2025-03-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,34.303247,1.350522
SIMS,2025-04-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,61.183426,2.408796
SIMS,2025-05-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,97.094156,3.822605
SIMS,2025-06-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,125.830189,4.953944
SIMS,2025-07-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,153.668584,6.049944
SIMS,2025-08-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,127.269244,5.0106
SIMS,2025-09-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,79.217193,3.118787
SIMS,2025-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,43.097821,1.696765
SIMS,2025-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,27.143066,1.068625
SIMS,2025-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296359,17.050162,0.671266
SIMS,2003-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,31.588131,1.243627
SIMS,2003-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84592,22.636455,0.891199
SIMS,2003-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,33206,16.324941,0.642714
SIMS,2004-01-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,33334,17.734955,0.698227
SIMS,2004-02-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,23.34396,0.919054
SIMS,2004-03-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,32.576655,1.282545
SIMS,2004-04-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,50.51581,1.988811
SIMS,2004-05-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,80.479496,3.168484
SIMS,2004-06-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,112.070434,4.412222
SIMS,2004-07-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,135.075399,5.317929
SIMS,2004-08-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,96.071932,3.78236
SIMS,2004-09-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,54.589676,2.1492
SIMS,2004-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,37.109083,1.460988
SIMS,2004-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,84789,17.953473,0.70683
SIMS,2004-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,81793,18.778575,0.739314
SIMS,2025-01-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,10.36935,0.408242
SIMS,2025-02-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,24.907068,0.980593
SIMS,2025-03-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,38.692722,1.523336
SIMS,2025-04-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,57.922937,2.280431
SIMS,2025-05-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,87.459508,3.443288
SIMS,2025-06-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,115.017284,4.52824
SIMS,2025-07-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,150.925658,5.941955
SIMS,2025-08-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,127.678707,5.026721
SIMS,2025-09-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,74.282161,2.924495
SIMS,2025-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,42.493614,1.672977
SIMS,2025-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,25.239355,0.993675
SIMS,2025-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93326,14.9101,0.587012
SIMS,2003-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,33.226604,1.308134
SIMS,2003-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,139928,23.729918,0.934249
SIMS,2003-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,25731,17.3509,0.683106
SIMS,2004-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,41446,20.518361,0.807809
SIMS,2004-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,146827,24.046102,0.946697
SIMS,2004-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,36.681588,1.444157
SIMS,2004-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,54.16746,2.132577
SIMS,2004-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,87.725736,3.453769
SIMS,2004-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,96.555942,3.801415
SIMS,2004-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,106.310157,4.185439
SIMS,2004-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,85.222412,3.355213
SIMS,2004-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,55.097254,2.169183
SIMS,2004-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,37.524899,1.477358
SIMS,2004-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147438,18.634348,0.733636
SIMS,2004-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,127768,20.775405,0.817929
SIMS,2025-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,11.952446,0.470569
SIMS,2025-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,28.2373,1.111705
SIMS,2025-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,146603,43.061738,1.695344
SIMS,2025-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,58.346411,2.297103
SIMS,2025-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,88.061149,3.466974
SIMS,2025-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,99.118007,3.902284
SIMS,2025-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,117.000656,4.606325
SIMS,2025-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,101.015142,3.976974
SIMS,2025-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,72.34287,2.848144
SIMS,2025-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,44.665912,1.7585
SIMS,2025-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149389,26.843081,1.056814
SIMS,2025-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149371,15.592692,0.613886
SIMS,2003-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,46.216881,1.819562
SIMS,2003-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,27.684187,1.089929
SIMS,2003-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,239899,19.719336,0.776352
SIMS,2004-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,239994,23.599732,0.929123
SIMS,2004-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248225,33.840278,1.332294
SIMS,2004-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,71.385104,2.810437
SIMS,2004-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,91.267384,3.593204
SIMS,2004-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248241,112.917898,4.445587
SIMS,2004-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,118.144146,4.651344
SIMS,2004-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,117.124931,4.611218
SIMS,2004-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248241,99.639616,3.92282
SIMS,2004-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,65.221719,2.567784
SIMS,2004-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,47.852652,1.883963
SIMS,2004-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248242,26.954738,1.06121
SIMS,2004-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248241,24.693987,0.972204
SIMS,2025-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257498,18.249008,0.718465
SIMS,2025-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,33.857123,1.332958
SIMS,2025-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,65.514962,2.579329
SIMS,2025-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,91.678738,3.609399
SIMS,2025-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,122.3826,4.818213
SIMS,2025-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,127.127236,5.005009
SIMS,2025-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,133.395551,5.251793
SIMS,2025-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,114.366823,4.502631
SIMS,2025-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,82.54628,3.249854
SIMS,2025-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257522,54.590404,2.149229
SIMS,2025-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257520,30.79049,1.212224
SIMS,2025-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257521,17.722935,0.697753
SIMS,2003-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,53.42817,2.103471
SIMS,2003-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,30.031724,1.182351
SIMS,2003-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,42180,20.906117,0.823075
SIMS,2004-01-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,42180,25.001067,0.984294
SIMS,2004-02-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,140641,34.516755,1.358927
SIMS,2004-03-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,74.636127,2.93843
SIMS,2004-04-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,93.686387,3.68844
SIMS,2004-05-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,117.951296,4.643752
SIMS,2004-06-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,134.012011,5.276063
SIMS,2004-07-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,137.86969,5.427941
SIMS,2004-08-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,113.09696,4.452636
SIMS,2004-09-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,72.535621,2.855733
SIMS,2004-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142698,52.254229,2.057253
SIMS,2004-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,142696,33.112792,1.303653
SIMS,2004-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,110283,27.27152,1.073682
SIMS,2025-01-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147154,19.111489,0.752421
SIMS,2025-02-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147157,35.183219,1.385166
SIMS,2025-03-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147157,64.413314,2.535957
SIMS,2025-04-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,95.012469,3.740648
SIMS,2025-05-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,125.759539,4.951163
SIMS,2025-06-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,144.793617,5.700536
SIMS,2025-07-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,148.656225,5.852607
SIMS,2025-08-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,126.112161,4.965046
SIMS,2025-09-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,92.53788,3.643224
SIMS,2025-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147163,57.46636,2.262455
SIMS,2025-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147151,31.80836,1.252298
SIMS,2025-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,133238,16.916841,0.666017
SIMS,2003-10-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,30.19557,1.188802
SIMS,2003-11-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,36.774716,1.447823
SIMS,2003-12-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,147,25.741497,1.013445
SIMS,2004-01-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,273,31.069597,1.223212
SIMS,2004-02-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,46.163695,1.817468
SIMS,2004-03-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,81.748784,3.218456
SIMS,2004-04-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,96.467855,3.797947
SIMS,2004-05-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,115.860076,4.56142
SIMS,2004-06-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,99.56564,3.919907
SIMS,2004-07-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,67.534306,2.658831
SIMS,2004-08-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,50.32685,1.981372
SIMS,2004-09-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,34.861696,1.372508
SIMS,2004-10-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,42.078876,1.656649
SIMS,2004-11-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,38.157212,1.502252
SIMS,2004-12-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,1851,30.377093,1.195949
SIMS,2025-01-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,28.310023,1.114568
SIMS,2025-02-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,47.848856,1.883813
SIMS,2025-03-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,64.552691,2.541445
SIMS,2025-04-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,83.819207,3.299969
SIMS,2025-05-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,112.656139,4.435281
SIMS,2025-06-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,112.247825,4.419206
SIMS,2025-07-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,104.11086,4.098853
SIMS,2025-08-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,94.496938,3.720352
SIMS,2025-09-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,67.280374,2.648834
SIMS,2025-10-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,63.759587,2.51022
SIMS,2025-11-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3103,35.996133,1.417171
SIMS,2025-12-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3095,21.067851,0.829443
SIMS,2003-10-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,68.575085,2.699806
SIMS,2003-11-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,37.573379,1.479267
SIMS,2003-12-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,184,28.467391,1.120763
SIMS,2004-01-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,184,35.929348,1.414541
SIMS,2004-02-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,48.313993,1.902126
SIMS,2004-03-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,103.960751,4.092943
SIMS,2004-04-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,113.578498,4.471594
SIMS,2004-05-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,143.112628,5.634355
SIMS,2004-06-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,145.796928,5.740037
SIMS,2004-07-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,127.800341,5.031509
SIMS,2004-08-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,105.119454,4.138561
SIMS,2004-09-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,81.066553,3.191597
SIMS,2004-10-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,60.409556,2.378329
SIMS,2004-11-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,582,46.068729,1.813729
SIMS,2004-12-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,586,34.679181,1.365322
SIMS,2025-01-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,29.96144,1.179584
SIMS,2025-02-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,38.001285,1.496114
SIMS,2025-03-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,62.385604,2.456126
SIMS,2025-04-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,87.600257,3.448829
SIMS,2025-05-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,115.44473,4.545068
SIMS,2025-06-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,114.433162,4.505243
SIMS,2025-07-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,104.749357,4.12399
SIMS,2025-08-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,89.569409,3.526355
SIMS,2025-09-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,65.910026,2.594883
SIMS,2025-10-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,55.565553,2.18762
SIMS,2025-11-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,778,31.935733,1.257312
SIMS,2025-12-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,773,18.984476,0.74742
SIMS,2003-10-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,26295,87.243925,3.4348
SIMS,2003-11-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,26374,42.666945,1.679801
SIMS,2003-12-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,0,,
SIMS,2004-01-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,0,,
SIMS,2004-02-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,25947,52.630092,2.072051
SIMS,2004-03-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,26255,110.96355,4.368644
SIMS,2004-04-01,1-008.01,1-008,MAD RIVER VALLEY,MAD RIVER VALLEY - MAD RIVER LOWLAND,26290,115.186649,4.534907
