Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,Pixel_Count,ET_MM,ET_INCH
PTJPL,2003-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,37.95017,1.494101
PTJPL,2003-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,35.639589,1.403133
PTJPL,2003-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,0,,
PTJPL,2004-01-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,0,,
PTJPL,2004-02-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,30823,30.258281,1.191271
PTJPL,2004-03-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36291,61.365104,2.415949
PTJPL,2004-04-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,67.987433,2.676671
PTJPL,2004-05-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,101.986333,4.01521
PTJPL,2004-06-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,109.878039,4.325907
PTJPL,2004-07-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36277,124.537999,4.903071
PTJPL,2004-08-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,103.29741,4.066827
PTJPL,2004-09-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,93.555604,3.683291
PTJPL,2004-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,35.902953,1.413502
PTJPL,2004-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36346,34.209762,1.346841
PTJPL,2004-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36297,33.292751,1.310738
PTJPL,2005-01-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,17.172698,0.67609
PTJPL,2005-02-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,29.759157,1.17162
PTJPL,2005-03-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,33463,47.75325,1.880049
PTJPL,2005-04-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36269,45.920704,1.807902
PTJPL,2005-05-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,91.315807,3.595111
PTJPL,2005-06-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,96.956303,3.817177
PTJPL,2005-07-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,116.847927,4.600312
PTJPL,2005-08-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,105.831262,4.166585
PTJPL,2005-09-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,101.174431,3.983245
PTJPL,2005-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,54.027252,2.127057
PTJPL,2005-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,31.886289,1.255366
PTJPL,2005-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,13699,37.403971,1.472597
PTJPL,2006-01-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,13256,24.402836,0.960742
PTJPL,2025-01-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,20.909911,0.823225
PTJPL,2025-02-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,21.382301,0.841823
PTJPL,2025-03-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,58.955588,2.321086
PTJPL,2025-04-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,99.503795,3.917472
PTJPL,2025-05-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,111.371851,4.384719
PTJPL,2025-06-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36362,101.948243,4.01371
PTJPL,2025-07-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,104.577632,4.11723
PTJPL,2025-08-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,108.586404,4.275055
PTJPL,2025-09-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,77.656308,3.057335
PTJPL,2025-10-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,57.879771,2.278731
PTJPL,2025-11-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,30.571884,1.203617
PTJPL,2025-12-01,1-001,1-001,SMITH RIVER PLAIN,SMITH RIVER PLAIN,36364,20.73757,0.81644
PTJPL,2003-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,34.377413,1.353441
PTJPL,2003-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296268,12.271288,0.483122
PTJPL,2003-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,181267,8.483491,0.333996
PTJPL,2004-01-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,181640,17.287607,0.680614
PTJPL,2004-02-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,25.846494,1.017579
PTJPL,2004-03-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,52.072995,2.050118
PTJPL,2004-04-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,74.512568,2.933566
PTJPL,2004-05-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,81.294895,3.200586
PTJPL,2004-06-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,119.118588,4.689708
PTJPL,2004-07-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,135.929494,5.351555
PTJPL,2004-08-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,85.962196,3.384338
PTJPL,2004-09-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,56.659117,2.230674
PTJPL,2004-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,33.906621,1.334906
PTJPL,2004-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,22.440706,0.883492
PTJPL,2004-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,286044,23.53683,0.926647
PTJPL,2005-01-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,0,,
PTJPL,2005-02-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,0,,
PTJPL,2005-03-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,44.877183,1.766818
PTJPL,2005-04-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,69.083434,2.71982
PTJPL,2005-05-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,101.879743,4.011014
PTJPL,2005-06-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,100.93296,3.973739
PTJPL,2005-07-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,138.189846,5.440545
PTJPL,2005-08-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,97.44395,3.836376
PTJPL,2005-09-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,64.927005,2.556181
PTJPL,2005-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,37.626502,1.481358
PTJPL,2005-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296551,19.455146,0.765951
PTJPL,2005-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,227824,16.92758,0.66644
PTJPL,2006-01-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,227813,18.262136,0.718982
PTJPL,2025-01-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,15.928297,0.627098
PTJPL,2025-02-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,18.930914,0.745312
PTJPL,2025-03-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,45.962489,1.809547
PTJPL,2025-04-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,71.122806,2.80011
PTJPL,2025-05-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,111.909073,4.405869
PTJPL,2025-06-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,109.743516,4.320611
PTJPL,2025-07-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,136.065522,5.35691
PTJPL,2025-08-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,101.687027,4.003426
PTJPL,2025-09-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,52.383074,2.062326
PTJPL,2025-10-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,37.586149,1.47977
PTJPL,2025-11-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,24.989951,0.983856
PTJPL,2025-12-01,1-002.01,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - TULELAKE,296556,19.773024,0.778466
PTJPL,2003-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,47.308786,1.862551
PTJPL,2003-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,92896,15.656411,0.616394
PTJPL,2003-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,33995,12.210707,0.480736
PTJPL,2004-01-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,34436,20.143629,0.793056
PTJPL,2004-02-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93315,29.514162,1.161975
PTJPL,2004-03-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,68.526285,2.697885
PTJPL,2004-04-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,94.055237,3.702962
PTJPL,2004-05-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,95.504162,3.760006
PTJPL,2004-06-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,120.896993,4.759724
PTJPL,2004-07-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,121.369433,4.778324
PTJPL,2004-08-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,86.200947,3.393738
PTJPL,2004-09-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,60.142196,2.367803
PTJPL,2004-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,37.756768,1.486487
PTJPL,2004-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,24.137471,0.950294
PTJPL,2004-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,89390,25.277816,0.99519
PTJPL,2005-01-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,0,,
PTJPL,2005-02-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,0,,
PTJPL,2005-03-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93339,61.311424,2.413836
PTJPL,2005-04-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,79.275918,3.121099
PTJPL,2005-05-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,116.284949,4.578148
PTJPL,2005-06-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,112.360381,4.423637
PTJPL,2005-07-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,132.084131,5.200163
PTJPL,2005-08-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,100.52411,3.957642
PTJPL,2005-09-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,71.863043,2.829254
PTJPL,2005-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,40.660403,1.600803
PTJPL,2005-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,92381,21.498479,0.846397
PTJPL,2005-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,42885,17.64125,0.694537
PTJPL,2006-01-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,42855,21.748641,0.856246
PTJPL,2025-01-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93338,15.61949,0.614941
PTJPL,2025-02-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93338,21.024395,0.827732
PTJPL,2025-03-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,56.900325,2.24017
PTJPL,2025-04-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,91.278778,3.593653
PTJPL,2025-05-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,123.720333,4.870879
PTJPL,2025-06-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,110.194605,4.33837
PTJPL,2025-07-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,128.528652,5.060183
PTJPL,2025-08-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,99.363016,3.91193
PTJPL,2025-09-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,56.455899,2.222673
PTJPL,2025-10-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,37.960661,1.494514
PTJPL,2025-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,28.179167,1.109416
PTJPL,2025-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,22.494092,0.885594
PTJPL,2003-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,42.99555,1.692738
PTJPL,2003-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,141057,14.132074,0.556381
PTJPL,2003-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,23080,7.138562,0.281046
PTJPL,2004-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,40483,14.622533,0.57569
PTJPL,2004-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147801,24.435565,0.96203
PTJPL,2004-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,61.158082,2.407799
PTJPL,2004-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,97.302005,3.830788
PTJPL,2004-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,93.824126,3.693863
PTJPL,2004-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,91.732181,3.611503
PTJPL,2004-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,101.521024,3.996891
PTJPL,2004-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,74.665114,2.939571
PTJPL,2004-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,54.802326,2.157572
PTJPL,2004-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,38.259314,1.506272
PTJPL,2004-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,29.605568,1.165574
PTJPL,2004-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,129269,28.25942,1.112576
PTJPL,2005-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,0,,
PTJPL,2005-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,0,,
PTJPL,2005-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,130002,58.013677,2.284003
PTJPL,2005-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147690,83.910759,3.303573
PTJPL,2005-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149441,115.798522,4.558997
PTJPL,2005-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,100.533998,3.958031
PTJPL,2005-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,107.71115,4.240596
PTJPL,2005-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,76.746741,3.021525
PTJPL,2005-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,66.991221,2.63745
PTJPL,2005-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,34.877924,1.373147
PTJPL,2005-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,129446,21.772809,0.857197
PTJPL,2005-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,49596,22.838556,0.899156
PTJPL,2006-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,40660,22.043335,0.867848
PTJPL,2025-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,15.187209,0.597922
PTJPL,2025-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149446,15.587296,0.613673
PTJPL,2025-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,145731,52.312741,2.059557
PTJPL,2025-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,77.678015,3.05819
PTJPL,2025-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,116.996962,4.60618
PTJPL,2025-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,99.503613,3.917465
PTJPL,2025-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,110.353233,4.344615
PTJPL,2025-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,79.712502,3.138287
PTJPL,2025-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,54.113076,2.130436
PTJPL,2025-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,38.700163,1.523628
PTJPL,2025-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,32.582457,1.282774
PTJPL,2025-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,20.83504,0.820277
PTJPL,2003-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,55.915022,2.201379
PTJPL,2003-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,14.845753,0.584478
PTJPL,2003-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,247714,9.053186,0.356425
PTJPL,2004-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248147,15.107186,0.594771
PTJPL,2004-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257565,27.813239,1.095009
PTJPL,2004-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,76.193567,2.999747
PTJPL,2004-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,117.472419,4.624898
PTJPL,2004-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,130.524686,5.138767
PTJPL,2004-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,119.445335,4.702572
PTJPL,2004-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,117.208741,4.614517
PTJPL,2004-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,90.313081,3.555633
PTJPL,2004-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,66.589449,2.621632
PTJPL,2004-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,51.13631,2.013241
PTJPL,2004-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257674,38.614742,1.520265
PTJPL,2004-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257627,27.532599,1.083961
PTJPL,2005-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,240,19.258333,0.758202
PTJPL,2005-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,240,33.883333,1.333989
PTJPL,2005-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,247983,76.53738,3.013283
PTJPL,2005-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,97.242555,3.828447
PTJPL,2005-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,127.641141,5.025242
PTJPL,2005-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,122.230245,4.812214
PTJPL,2005-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,128.323598,5.05211
PTJPL,2005-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,98.284537,3.86947
PTJPL,2005-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,71.692283,2.822531
PTJPL,2005-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,42.875042,1.687994
PTJPL,2005-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,246116,26.487664,1.042821
PTJPL,2005-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,231911,29.947756,1.179046
PTJPL,2006-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,220399,23.187746,0.912903
PTJPL,2025-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257605,18.450368,0.726392
PTJPL,2025-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257672,23.72205,0.933939
PTJPL,2025-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,69.040147,2.718116
PTJPL,2025-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,100.978271,3.975522
PTJPL,2025-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,138.311202,5.445323
PTJPL,2025-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,119.466512,4.703406
PTJPL,2025-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,127.632468,5.0249
PTJPL,2025-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,96.441508,3.79691
PTJPL,2025-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,67.82855,2.670415
PTJPL,2025-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,51.358971,2.022007
PTJPL,2025-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,36.908634,1.453096
PTJPL,2025-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,22.204639,0.874198
PTJPL,2003-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,55.641901,2.190626
PTJPL,2003-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147257,12.721806,0.500859
PTJPL,2003-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,40377,8.818288,0.347177
PTJPL,2004-01-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,40377,17.04453,0.671044
PTJPL,2004-02-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,144338,26.773906,1.054091
PTJPL,2004-03-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,68.262933,2.687517
PTJPL,2004-04-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,114.581972,4.511101
PTJPL,2004-05-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,123.897282,4.877846
PTJPL,2004-06-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,121.735668,4.792743
PTJPL,2004-07-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,134.715044,5.303742
PTJPL,2004-08-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,95.13056,3.745298
PTJPL,2004-09-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,69.114194,2.721031
PTJPL,2004-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,43.073823,1.69582
