,HR_NAME,area_acres,max_mask_area_acres,year_month,year,month,timestep,DISALEXI_ET_mean_in,EEMETRIC_ET_mean_in,ENSEMBLE_ET_mean_in,GEESEBAL_ET_mean_in,PTJPL_ET_mean_in,SIMS_ET_mean_in,SSEBOP_ET_mean_in,DISALEXI_ET_acre_ft,EEMETRIC_ET_acre_ft,ENSEMBLE_ET_acre_ft,GEESEBAL_ET_acre_ft,PTJPL_ET_acre_ft,SIMS_ET_acre_ft,SSEBOP_ET_acre_ft
0,California Islands,,25.58,2003-10,2003,10.0,month,0.32,0.91,1.43,2.88,3.64,0.41,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,California Islands,,25.58,2003-11,2003,11.0,month,0.9,0.91,0.79,0.48,2.85,1.38,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,California Islands,,25.58,2003-12,2003,12.0,month,0.75,0.26,0.64,0.24,1.86,1.55,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,California Islands,,25.58,2004-00,2004,,water_year,22.650000000000002,13.569999999999999,21.54,29.240000000000002,38.839999999999996,16.99,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,California Islands,,25.58,2004-01,2004,1.0,month,1.1,0.62,1.22,1.15,2.26,1.77,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,California Islands,,25.58,2004-02,2004,2.0,month,1.24,0.52,1.35,1.03,2.6,2.37,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,California Islands,,25.58,2004-03,2004,3.0,month,3.29,2.56,3.03,3.31,3.29,3.16,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,California Islands,,25.58,2004-04,2004,4.0,month,3.57,1.63,2.99,4.59,3.7,2.8,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,California Islands,,25.58,2004-05,2004,5.0,month,3.14,1.0,2.51,3.6,4.63,1.53,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,California Islands,,25.58,2004-06,2004,6.0,month,3.46,1.66,2.32,3.12,3.12,0.69,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,California Islands,,25.58,2004-07,2004,7.0,month,2.64,1.63,2.2,3.34,3.68,0.56,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,California Islands,,25.58,2004-08,2004,8.0,month,0.78,1.1,1.67,3.45,3.66,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,California Islands,,25.58,2004-09,2004,9.0,month,1.46,0.77,1.39,2.05,3.55,0.39,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,California Islands,,25.58,2004-10,2004,10.0,month,1.43,0.81,1.4,1.9,3.15,1.31,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,California Islands,,25.58,2004-11,2004,11.0,month,1.5,1.08,1.26,0.8,3.15,1.93,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,California Islands,,25.58,2004-12,2004,12.0,month,0.97,0.99,1.28,1.08,2.68,2.09,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,California Islands,,25.58,2005-00,2005,,water_year,29.830000000000002,17.64,26.67,31.689999999999998,41.82,24.379999999999995,18.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,California Islands,,25.58,2005-01,2005,1.0,month,1.33,0.79,1.52,1.29,2.12,2.32,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,California Islands,,25.58,2005-02,2005,2.0,month,1.31,0.56,1.47,0.93,2.26,2.44,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,California Islands,,25.58,2005-03,2005,3.0,month,2.25,0.94,2.32,2.07,3.03,3.23,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,California Islands,,25.58,2005-04,2005,4.0,month,4.09,2.25,3.49,3.72,4.33,3.5,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,California Islands,,25.58,2005-05,2005,5.0,month,5.17,2.48,3.62,4.21,4.26,3.12,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,California Islands,,25.58,2005-06,2005,6.0,month,4.94,2.49,3.07,3.55,3.96,1.81,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,California Islands,,25.58,2005-07,2005,7.0,month,3.3,2.2,3.16,5.49,5.01,1.13,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,California Islands,,25.58,2005-08,2005,8.0,month,1.56,1.22,1.91,3.79,4.08,0.58,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,California Islands,,25.58,2005-09,2005,9.0,month,1.98,1.83,2.17,2.86,3.79,0.92,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,California Islands,,25.58,2005-10,2005,10.0,month,1.22,0.56,0.92,1.04,2.3,0.82,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,California Islands,,25.58,2005-11,2005,11.0,month,0.69,0.6,0.7,0.85,2.49,0.75,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,California Islands,,25.58,2005-12,2005,12.0,month,0.89,0.12,0.81,1.15,2.46,1.08,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,California Islands,,25.58,2006-00,2006,,water_year,35.66,20.05,28.01,35.220000000000006,41.55,21.160000000000004,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,California Islands,,25.58,2006-01,2006,1.0,month,1.25,0.3,1.05,0.91,2.31,1.79,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,California Islands,,25.58,2006-02,2006,2.0,month,1.49,1.71,2.23,3.4,3.5,2.29,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,California Islands,,25.58,2006-03,2006,3.0,month,2.29,1.96,2.21,2.07,3.49,2.88,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,California Islands,,25.58,2006-04,2006,4.0,month,3.62,1.83,2.61,2.16,3.39,3.16,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,California Islands,,25.58,2006-05,2006,5.0,month,6.22,2.32,3.42,3.97,3.83,2.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,California Islands,,25.58,2006-06,2006,6.0,month,6.1,3.81,4.33,5.69,4.42,2.64,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,California Islands,,25.58,2006-07,2006,7.0,month,5.7,3.19,4.23,5.98,5.16,1.33,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,California Islands,,25.58,2006-08,2006,8.0,month,3.82,2.18,3.23,4.73,4.36,0.92,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,California Islands,,25.58,2006-09,2006,9.0,month,2.37,1.47,2.27,3.27,3.84,0.61,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,California Islands,,25.58,2006-10,2006,10.0,month,1.83,1.23,1.9,3.07,3.93,0.93,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,California Islands,,25.58,2006-11,2006,11.0,month,1.09,0.84,1.18,1.89,3.43,0.58,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,California Islands,,25.58,2006-12,2006,12.0,month,1.1,0.36,0.81,0.9,2.36,0.93,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,California Islands,,25.58,2007-00,2007,,water_year,31.440000000000005,15.010000000000002,23.939999999999998,29.049999999999997,42.050000000000004,16.02,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,California Islands,,25.58,2007-01,2007,1.0,month,1.15,0.49,0.8,0.77,2.2,1.04,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,California Islands,,25.58,2007-02,2007,2.0,month,1.52,0.84,1.13,0.69,2.29,1.99,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,California Islands,,25.58,2007-03,2007,3.0,month,3.08,2.15,2.77,2.81,4.14,3.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,California Islands,,25.58,2007-04,2007,4.0,month,3.49,1.61,2.63,2.94,3.64,2.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,California Islands,,25.58,2007-05,2007,5.0,month,4.48,1.5,2.94,3.56,3.88,2.1,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,California Islands,,25.58,2007-06,2007,6.0,month,4.28,1.96,2.84,3.54,3.8,0.8,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,California Islands,,25.58,2007-07,2007,7.0,month,4.28,2.01,3.36,4.45,4.85,0.69,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,California Islands,,25.58,2007-08,2007,8.0,month,3.06,1.06,1.74,1.83,3.92,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,California Islands,,25.58,2007-09,2007,9.0,month,2.08,0.96,1.84,2.6,3.61,0.76,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,California Islands,,25.58,2007-10,2007,10.0,month,1.83,0.57,1.16,1.18,3.05,0.72,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,California Islands,,25.58,2007-11,2007,11.0,month,0.95,0.23,0.86,0.87,1.93,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,California Islands,,25.58,2007-12,2007,12.0,month,0.7,0.31,0.67,0.64,1.4,0.95,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,California Islands,,25.58,2008-00,2008,,water_year,31.35,16.310000000000002,25.159999999999997,30.28,39.26,18.91,13.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,California Islands,,25.58,2008-01,2008,1.0,month,0.83,0.37,1.08,1.28,1.83,1.46,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,California Islands,,25.58,2008-02,2008,2.0,month,1.85,1.27,2.03,2.55,2.69,2.39,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,California Islands,,25.58,2008-03,2008,3.0,month,3.71,2.79,3.18,3.22,3.55,3.96,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,California Islands,,25.58,2008-04,2008,4.0,month,4.34,2.32,3.21,3.24,3.75,3.45,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,California Islands,,25.58,2008-05,2008,5.0,month,4.52,1.42,2.99,3.29,4.2,2.18,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,California Islands,,25.58,2008-06,2008,6.0,month,4.53,1.61,2.68,2.85,4.23,1.24,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,California Islands,,25.58,2008-07,2008,7.0,month,3.11,2.25,3.02,5.18,4.66,0.97,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,California Islands,,25.58,2008-08,2008,8.0,month,2.61,1.83,2.61,4.28,4.28,0.8,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,California Islands,,25.58,2008-09,2008,9.0,month,2.37,1.34,1.67,1.7,3.69,0.46,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,California Islands,,25.58,2008-10,2008,10.0,month,1.37,0.63,1.28,1.91,3.42,0.79,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,California Islands,,25.58,2008-11,2008,11.0,month,1.1,0.26,0.66,0.44,1.81,1.16,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,California Islands,,25.58,2008-12,2008,12.0,month,1.23,0.68,0.97,0.56,1.43,1.49,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,California Islands,,25.58,2009-00,2009,,water_year,28.36,20.509999999999998,24.179999999999996,28.33,37.8,19.48,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,California Islands,,25.58,2009-01,2009,1.0,month,1.64,2.37,2.09,1.43,2.29,2.69,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,California Islands,,25.58,2009-02,2009,2.0,month,1.45,1.49,1.77,0.63,2.04,2.39,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,California Islands,,25.58,2009-03,2009,3.0,month,3.06,2.42,2.77,1.12,3.42,3.1,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,California Islands,,25.58,2009-04,2009,4.0,month,3.14,2.79,3.11,4.19,4.43,2.81,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,California Islands,,25.58,2009-05,2009,5.0,month,3.44,2.2,2.84,4.85,4.1,1.65,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,California Islands,,25.58,2009-06,2009,6.0,month,3.64,2.19,2.65,4.39,3.76,1.53,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,California Islands,,25.58,2009-07,2009,7.0,month,3.68,2.16,2.57,3.92,4.21,0.78,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,California Islands,,25.58,2009-08,2009,8.0,month,2.39,1.75,1.59,1.76,3.56,0.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,California Islands,,25.58,2009-09,2009,9.0,month,2.22,1.57,1.88,3.13,3.33,0.49,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,California Islands,,25.58,2009-10,2009,10.0,month,1.69,1.49,1.57,2.28,3.26,0.86,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,California Islands,,25.58,2009-11,2009,11.0,month,1.0,1.38,0.93,1.09,2.68,0.41,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,California Islands,,25.58,2009-12,2009,12.0,month,0.76,1.06,0.96,1.18,2.4,0.93,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,California Islands,,25.58,2010-00,2010,,water_year,32.96,23.77,26.84,34.269999999999996,40.57999999999999,20.19,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,California Islands,,25.58,2010-01,2010,1.0,month,1.26,1.2,1.71,2.1,2.86,1.94,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,California Islands,,25.58,2010-02,2010,2.0,month,1.61,1.42,2.03,2.48,2.76,2.3,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,California Islands,,25.58,2010-03,2010,3.0,month,3.28,3.58,3.45,3.36,3.78,3.67,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,California Islands,,25.58,2010-04,2010,4.0,month,4.43,3.09,3.71,4.64,4.02,3.46,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,California Islands,,25.58,2010-05,2010,5.0,month,4.54,2.57,3.11,3.28,4.57,2.83,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,California Islands,,25.58,2010-06,2010,6.0,month,4.34,2.41,2.95,4.45,3.96,1.65,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,California Islands,,25.58,2010-07,2010,7.0,month,4.2,2.15,2.36,3.22,3.37,0.92,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,California Islands,,25.58,2010-08,2010,8.0,month,3.63,1.91,2.33,3.35,3.66,0.69,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,California Islands,,25.58,2010-09,2010,9.0,month,2.22,1.51,1.73,2.84,3.26,0.53,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,California Islands,,25.58,2010-10,2010,10.0,month,1.57,1.66,1.53,1.73,2.12,1.19,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,California Islands,,25.58,2010-11,2010,11.0,month,1.18,1.25,1.06,0.71,2.39,1.16,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,California Islands,,25.58,2010-12,2010,12.0,month,0.76,1.12,1.1,1.03,1.96,1.32,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,California Islands,,25.58,2011-00,2011,,water_year,33.57000000000001,24.190000000000005,27.96,31.429999999999996,39.9,24.580000000000002,15.149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,California Islands,,25.58,2011-01,2011,1.0,month,1.41,1.53,1.73,0.84,2.03,2.38,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,California Islands,,25.58,2011-02,2011,2.0,month,1.59,1.81,1.89,1.8,2.62,2.21,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,California Islands,,25.58,2011-03,2011,3.0,month,2.82,2.49,2.67,1.7,3.85,3.02,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,California Islands,,25.58,2011-04,2011,4.0,month,4.55,3.16,3.9,4.88,4.57,3.55,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,California Islands,,25.58,2011-05,2011,5.0,month,4.33,2.81,3.54,4.71,4.58,3.07,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,California Islands,,25.58,2011-06,2011,6.0,month,4.73,2.26,3.02,3.9,3.99,2.32,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,California Islands,,25.58,2011-07,2011,7.0,month,4.44,2.44,3.17,4.43,4.7,1.96,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,California Islands,,25.58,2011-08,2011,8.0,month,3.67,2.03,2.52,3.48,3.76,1.35,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,California Islands,,25.58,2011-09,2011,9.0,month,2.52,1.63,1.83,2.22,3.33,1.05,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,California Islands,,25.58,2011-10,2011,10.0,month,1.78,1.87,1.83,2.25,3.3,1.49,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,California Islands,,25.58,2011-11,2011,11.0,month,1.14,1.45,1.33,0.57,2.04,1.75,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,California Islands,,25.58,2011-12,2011,12.0,month,1.51,1.74,1.44,0.76,1.81,1.48,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,California Islands,,25.58,2012-00,2012,,water_year,27.76,22.4,24.529999999999998,28.810000000000002,40.38,21.33,12.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,California Islands,,25.58,2012-01,2012,1.0,month,1.91,2.31,1.9,1.32,3.24,2.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,California Islands,,25.58,2012-02,2012,2.0,month,2.14,1.42,1.91,1.23,2.81,2.36,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,California Islands,,25.58,2012-03,2012,3.0,month,2.72,1.97,2.64,3.03,3.79,2.71,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,California Islands,,25.58,2012-04,2012,4.0,month,3.48,2.2,3.04,3.76,4.09,3.23,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,California Islands,,25.58,2012-05,2012,5.0,month,3.29,2.36,3.09,5.05,4.84,2.45,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,California Islands,,25.58,2012-06,2012,6.0,month,3.28,1.83,2.01,2.17,3.49,1.56,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,California Islands,,25.58,2012-07,2012,7.0,month,2.93,2.0,2.16,3.24,4.03,0.97,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,California Islands,,25.58,2012-08,2012,8.0,month,2.32,1.98,2.06,3.87,4.11,0.66,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,California Islands,,25.58,2012-09,2012,9.0,month,1.26,1.27,1.12,1.56,2.83,0.67,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,California Islands,,25.58,2012-10,2012,10.0,month,1.72,1.21,1.15,0.98,2.94,0.74,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,California Islands,,25.58,2012-11,2012,11.0,month,1.3,1.25,1.09,1.1,2.53,0.76,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,California Islands,,25.58,2012-12,2012,12.0,month,1.04,1.04,1.16,0.53,1.51,1.71,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,California Islands,,25.58,2013-00,2013,,water_year,23.090000000000003,21.04,21.299999999999997,27.23,36.45,17.99,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,California Islands,,25.58,2013-01,2013,1.0,month,1.64,2.31,1.97,1.43,1.93,2.6,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,California Islands,,25.58,2013-02,2013,2.0,month,1.92,2.18,2.04,1.27,2.25,2.51,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,California Islands,,25.58,2013-03,2013,3.0,month,2.68,1.93,2.13,1.09,2.23,2.67,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,California Islands,,25.58,2013-04,2013,4.0,month,2.5,2.18,2.64,3.45,3.15,2.66,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,California Islands,,25.58,2013-05,2013,5.0,month,2.48,1.89,2.07,2.79,4.39,1.51,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,California Islands,,25.58,2013-06,2013,6.0,month,2.77,1.81,1.99,3.15,3.5,1.01,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,California Islands,,25.58,2013-07,2013,7.0,month,2.01,1.73,1.74,3.73,3.57,0.68,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,California Islands,,25.58,2013-08,2013,8.0,month,1.53,1.61,1.59,4.28,4.2,0.56,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,California Islands,,25.58,2013-09,2013,9.0,month,1.5,1.9,1.73,3.43,4.25,0.58,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,California Islands,,25.58,2013-10,2013,10.0,month,1.46,1.43,1.23,1.49,3.38,0.85,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,California Islands,,25.58,2013-11,2013,11.0,month,0.9,1.06,0.84,1.18,2.81,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,California Islands,,25.58,2013-12,2013,12.0,month,0.81,0.99,0.89,1.17,2.17,0.57,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,California Islands,,25.58,2014-00,2014,,water_year,18.71,20.19,18.8,24.999999999999996,39.61,14.95,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,California Islands,,25.58,2014-01,2014,1.0,month,0.78,0.96,0.74,0.78,0.98,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,California Islands,,25.58,2014-02,2014,2.0,month,1.08,1.14,1.2,1.86,2.43,0.88,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,California Islands,,25.58,2014-03,2014,3.0,month,2.41,2.07,2.25,2.4,3.9,2.2,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,California Islands,,25.58,2014-04,2014,4.0,month,2.62,3.11,3.02,2.71,4.09,3.47,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,California Islands,,25.58,2014-05,2014,5.0,month,2.36,2.29,2.51,3.5,4.24,2.3,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,California Islands,,25.58,2014-06,2014,6.0,month,2.21,1.39,1.4,1.86,4.26,0.95,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,California Islands,,25.58,2014-07,2014,7.0,month,0.62,2.3,1.18,2.02,4.45,0.98,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,California Islands,,25.58,2014-08,2014,8.0,month,1.5,1.93,1.94,3.72,3.39,0.98,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,California Islands,,25.58,2014-09,2014,9.0,month,1.96,1.52,1.6,2.31,3.51,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,California Islands,,25.58,2014-10,2014,10.0,month,1.51,0.79,0.7,0.54,2.83,0.49,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,California Islands,,25.58,2014-11,2014,11.0,month,1.12,0.74,0.62,0.25,2.23,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,California Islands,,25.58,2014-12,2014,12.0,month,1.17,0.83,1.24,0.48,2.13,1.8,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,California Islands,,25.58,2015-00,2015,,water_year,32.510000000000005,22.22,24.4,24.9,39.65,19.02,13.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,California Islands,,25.58,2015-01,2015,1.0,month,1.35,1.25,1.91,1.65,2.77,2.47,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,California Islands,,25.58,2015-02,2015,2.0,month,2.23,2.24,2.4,2.16,3.01,2.54,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,California Islands,,25.58,2015-03,2015,3.0,month,3.87,3.92,3.56,3.02,3.61,3.82,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,California Islands,,25.58,2015-04,2015,4.0,month,3.61,2.9,3.21,3.95,4.25,2.52,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,California Islands,,25.58,2015-05,2015,5.0,month,4.17,2.05,2.53,3.06,4.2,1.3,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,California Islands,,25.58,2015-06,2015,6.0,month,4.16,2.03,2.61,4.02,3.89,0.89,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,California Islands,,25.58,2015-07,2015,7.0,month,3.55,2.15,2.27,2.46,3.93,1.14,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,California Islands,,25.58,2015-08,2015,8.0,month,3.35,1.5,1.71,1.72,3.61,0.68,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,California Islands,,25.58,2015-09,2015,9.0,month,2.42,1.82,1.64,1.59,3.19,0.81,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,California Islands,,25.58,2015-10,2015,10.0,month,1.7,1.37,1.18,0.9,3.36,0.83,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,California Islands,,25.58,2015-11,2015,11.0,month,1.13,1.03,0.78,0.46,2.79,0.6,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,California Islands,,25.58,2015-12,2015,12.0,month,0.88,0.91,0.69,0.28,1.92,0.81,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,California Islands,,25.58,2016-00,2016,,water_year,31.979999999999997,20.94,24.41,28.98,39.940000000000005,18.199999999999996,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,California Islands,,25.58,2016-01,2016,1.0,month,1.38,1.5,1.48,0.51,1.76,1.92,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,California Islands,,25.58,2016-02,2016,2.0,month,2.3,2.29,2.51,2.3,2.61,3.49,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,California Islands,,25.58,2016-03,2016,3.0,month,3.57,2.65,3.08,2.9,3.61,3.2,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,California Islands,,25.58,2016-04,2016,4.0,month,3.97,2.24,3.1,3.33,4.24,3.05,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,California Islands,,25.58,2016-05,2016,5.0,month,3.34,1.55,2.31,2.99,4.02,1.53,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,California Islands,,25.58,2016-06,2016,6.0,month,4.72,2.49,3.01,5.36,4.34,0.86,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
