,NAME,area_acres,max_mask_area_acres,year_month,year,month,timestep,DISALEXI_ET_mean_in,EEMETRIC_ET_mean_in,ENSEMBLE_ET_mean_in,GEESEBAL_ET_mean_in,PTJPL_ET_mean_in,SIMS_ET_mean_in,SSEBOP_ET_mean_in,DISALEXI_ET_acre_ft,EEMETRIC_ET_acre_ft,ENSEMBLE_ET_acre_ft,GEESEBAL_ET_acre_ft,PTJPL_ET_acre_ft,SIMS_ET_acre_ft,SSEBOP_ET_acre_ft
0,Alameda,839693.81,10480.0,2003-10,2003,10.0,month,0.82,1.17,1.11,0.85,1.6,1.06,1.18,719.55,1024.2,967.46,742.25,1395.05,925.58,1032.29
1,Alameda,839693.81,10480.0,2003-11,2003,11.0,month,0.51,0.54,0.64,0.38,1.09,1.25,0.68,441.36,473.1,563.11,336.2,955.08,1088.26,589.68
2,Alameda,839693.81,10480.0,2003-12,2003,12.0,month,0.46,0.8,0.7,0.4,0.9,1.19,0.61,402.4,701.21,613.51,352.27,782.49,1034.89,528.4
3,Alameda,839693.81,10480.0,2004-00,2004,,water_year,18.93,20.36,20.63,19.07,27.66,22.25,18.48,16530.94,17784.9,18019.66,16662.05,24160.98,19423.24,16132.71
4,Alameda,839693.81,10480.0,2004-01,2004,1.0,month,0.86,0.81,0.93,0.81,1.42,1.15,0.77,749.63,711.03,812.85,711.27,1236.98,1004.14,668.2
5,Alameda,839693.81,10480.0,2004-02,2004,2.0,month,1.2,1.17,1.48,1.45,1.93,1.88,1.3,1049.23,1023.21,1295.35,1263.02,1682.76,1640.32,1138.85
6,Alameda,839693.81,10480.0,2004-03,2004,3.0,month,2.75,2.58,2.89,2.64,3.86,3.13,2.81,2402.51,2250.23,2520.29,2308.17,3374.88,2734.79,2455.43
7,Alameda,839693.81,10480.0,2004-04,2004,4.0,month,2.22,2.26,2.68,2.6,3.7,2.97,2.63,1937.4,1971.75,2339.86,2270.89,3233.47,2597.59,2293.42
8,Alameda,839693.81,10480.0,2004-05,2004,5.0,month,2.56,2.42,2.52,2.91,3.65,2.22,1.77,2236.46,2109.53,2199.52,2537.63,3191.01,1937.56,1549.09
9,Alameda,839693.81,10480.0,2004-06,2004,6.0,month,2.48,2.38,2.31,2.27,3.28,2.02,1.76,2165.88,2079.27,2013.41,1983.39,2864.16,1764.48,1533.83
10,Alameda,839693.81,10480.0,2004-07,2004,7.0,month,2.16,2.49,2.21,2.46,2.41,1.98,1.9,1887.38,2171.84,1932.44,2152.45,2103.1,1726.59,1659.33
11,Alameda,839693.81,10480.0,2004-08,2004,8.0,month,1.7,2.29,1.82,1.42,2.18,1.75,1.68,1485.23,2001.29,1591.44,1238.87,1907.43,1526.91,1467.46
12,Alameda,839693.81,10480.0,2004-09,2004,9.0,month,1.21,1.45,1.34,0.88,1.64,1.65,1.39,1053.91,1268.24,1170.42,765.64,1434.57,1442.13,1216.73
13,Alameda,839693.81,10480.0,2004-10,2004,10.0,month,0.94,1.06,1.17,1.15,1.92,1.59,0.94,819.28,924.34,1023.76,1007.86,1674.54,1388.0,821.49
14,Alameda,839693.81,10480.0,2004-11,2004,11.0,month,0.85,0.76,0.95,0.35,1.58,1.37,0.92,738.75,659.59,828.81,305.49,1375.6,1198.55,803.23
15,Alameda,839693.81,10480.0,2004-12,2004,12.0,month,0.66,0.6,0.74,0.4,1.12,0.95,0.71,580.13,520.84,649.82,350.9,979.36,827.92,623.59
16,Alameda,839693.81,10480.0,2005-00,2005,,water_year,23.92,21.25,23.99,22.73,32.14,25.79,20.09,20881.14,18558.35,20954.84,19852.0,28053.95,22514.39,17556.31
17,Alameda,839693.81,10480.0,2005-01,2005,1.0,month,1.02,0.47,0.85,0.39,1.32,1.08,0.73,887.18,410.96,740.04,337.29,1150.18,942.88,641.12
18,Alameda,839693.81,10480.0,2005-02,2005,2.0,month,1.26,0.97,1.33,1.02,2.1,1.63,1.26,1097.89,846.62,1162.39,894.82,1831.61,1419.8,1097.87
19,Alameda,839693.81,10480.0,2005-03,2005,3.0,month,2.84,2.11,2.81,2.73,3.65,3.11,2.45,2483.45,1843.08,2455.86,2385.42,3183.76,2717.25,2140.71
20,Alameda,839693.81,10480.0,2005-04,2005,4.0,month,3.47,2.97,3.37,3.27,4.02,3.63,3.02,3026.08,2594.03,2947.19,2857.36,3507.85,3166.41,2639.26
21,Alameda,839693.81,10480.0,2005-05,2005,5.0,month,3.53,3.62,3.83,4.6,4.89,3.7,2.75,3085.86,3164.42,3345.58,4013.17,4270.92,3229.18,2401.85
22,Alameda,839693.81,10480.0,2005-06,2005,6.0,month,2.54,2.08,2.52,2.93,3.45,2.54,1.89,2218.4,1818.78,2199.95,2558.08,3013.44,2218.94,1653.01
23,Alameda,839693.81,10480.0,2005-07,2005,7.0,month,3.05,2.35,2.46,2.14,2.95,2.47,1.99,2660.08,2050.1,2150.55,1871.01,2577.19,2158.58,1738.98
24,Alameda,839693.81,10480.0,2005-08,2005,8.0,month,2.37,2.39,2.28,2.11,2.59,2.1,1.98,2067.69,2091.24,1988.03,1841.41,2265.67,1835.7,1731.89
25,Alameda,839693.81,10480.0,2005-09,2005,9.0,month,1.39,1.87,1.68,1.64,2.55,1.62,1.45,1216.35,1634.35,1462.86,1429.19,2223.83,1411.18,1263.31
26,Alameda,839693.81,10480.0,2005-10,2005,10.0,month,0.8,1.12,0.99,0.66,2.03,1.05,0.95,695.81,975.07,866.51,575.52,1773.56,917.01,825.46
27,Alameda,839693.81,10480.0,2005-11,2005,11.0,month,0.3,0.53,0.49,0.34,1.02,0.7,0.44,257.84,460.88,427.23,295.59,886.87,607.24,388.45
28,Alameda,839693.81,10480.0,2005-12,2005,12.0,month,0.39,0.34,0.44,0.21,1.19,0.96,0.39,343.29,295.14,383.32,180.42,1037.59,840.8,336.9
29,Alameda,839693.81,10480.0,2006-00,2006,,water_year,21.93,19.59,21.7,20.47,28.35,23.43,18.77,19142.41,17111.37,18963.72,17869.58,24753.56,20464.66,16392.86
30,Alameda,839693.81,10480.0,2006-01,2006,1.0,month,0.76,0.62,0.79,0.36,1.04,1.35,0.77,661.04,538.17,694.17,312.76,910.41,1176.6,670.04
31,Alameda,839693.81,10480.0,2006-02,2006,2.0,month,1.3,1.13,1.37,0.46,1.91,1.68,1.35,1138.37,990.47,1194.6,398.03,1665.79,1468.79,1183.15
32,Alameda,839693.81,10480.0,2006-03,2006,3.0,month,1.93,1.87,2.24,2.18,2.85,2.89,1.83,1681.66,1637.33,1956.92,1904.77,2489.76,2524.72,1599.96
33,Alameda,839693.81,10480.0,2006-04,2006,4.0,month,2.94,2.65,3.06,3.15,3.81,3.49,2.71,2563.54,2312.56,2673.84,2754.4,3329.57,3047.01,2368.88
34,Alameda,839693.81,10480.0,2006-05,2006,5.0,month,4.02,3.21,3.63,3.65,4.44,3.66,2.84,3510.69,2804.12,3174.19,3185.32,3880.41,3197.92,2479.25
35,Alameda,839693.81,10480.0,2006-06,2006,6.0,month,2.87,2.69,2.73,3.0,3.35,2.19,2.24,2509.46,2351.89,2383.08,2623.6,2922.31,1916.08,1956.88
36,Alameda,839693.81,10480.0,2006-07,2006,7.0,month,2.97,2.21,2.61,3.28,2.91,2.24,2.03,2593.97,1930.43,2281.94,2860.89,2537.94,1954.92,1773.19
37,Alameda,839693.81,10480.0,2006-08,2006,8.0,month,2.28,1.71,1.95,1.96,2.24,1.83,1.79,1988.48,1496.91,1706.75,1708.81,1956.56,1600.35,1560.19
38,Alameda,839693.81,10480.0,2006-09,2006,9.0,month,1.37,1.51,1.4,1.22,1.56,1.39,1.43,1198.26,1318.4,1221.17,1069.47,1362.79,1213.22,1250.51
39,Alameda,839693.81,10480.0,2006-10,2006,10.0,month,0.66,1.26,1.07,1.09,1.94,1.1,0.92,577.76,1100.98,936.77,954.16,1693.72,961.14,807.75
40,Alameda,839693.81,10480.0,2006-11,2006,11.0,month,0.42,0.65,0.68,0.54,1.4,1.25,0.56,369.41,568.6,594.48,469.26,1226.67,1095.46,492.18
41,Alameda,839693.81,10480.0,2006-12,2006,12.0,month,0.33,0.56,0.61,0.33,1.29,1.13,0.57,291.32,492.16,530.92,284.29,1130.72,987.91,501.9
42,Alameda,839693.81,10480.0,2007-00,2007,,water_year,15.67,17.52,18.95,19.96,28.6,21.92,15.82,13694.13,15306.71,16548.83,17426.43,24986.81,19145.42,13812.76
43,Alameda,839693.81,10480.0,2007-01,2007,1.0,month,0.56,0.49,0.69,0.3,1.48,1.04,0.74,492.29,429.0,598.29,261.85,1293.53,906.33,642.86
44,Alameda,839693.81,10480.0,2007-02,2007,2.0,month,0.91,0.84,1.09,0.93,1.63,1.6,1.03,791.26,733.71,951.0,816.36,1421.08,1394.2,902.76
45,Alameda,839693.81,10480.0,2007-03,2007,3.0,month,2.39,1.93,2.4,1.83,3.35,2.82,2.38,2083.42,1686.15,2098.73,1600.94,2927.82,2461.31,2080.1
46,Alameda,839693.81,10480.0,2007-04,2007,4.0,month,2.3,2.21,2.68,2.52,3.46,3.18,2.54,2008.46,1933.68,2343.18,2205.07,3021.1,2773.92,2214.0
47,Alameda,839693.81,10480.0,2007-05,2007,5.0,month,2.03,2.54,2.54,3.6,3.84,2.28,1.62,1771.41,2219.68,2222.23,3140.49,3355.03,1990.91,1410.48
48,Alameda,839693.81,10480.0,2007-06,2007,6.0,month,1.98,1.72,1.97,2.53,2.62,1.96,1.27,1733.0,1500.48,1716.45,2205.24,2287.53,1712.79,1106.95
49,Alameda,839693.81,10480.0,2007-07,2007,7.0,month,1.83,1.98,2.08,2.69,2.64,2.14,1.6,1598.33,1729.03,1814.55,2345.86,2308.13,1872.57,1395.47
50,Alameda,839693.81,10480.0,2007-08,2007,8.0,month,1.45,1.86,1.87,2.48,2.62,1.95,1.44,1268.42,1623.01,1629.68,2162.96,2285.19,1701.16,1253.89
51,Alameda,839693.81,10480.0,2007-09,2007,9.0,month,0.81,1.48,1.27,1.12,2.33,1.47,1.15,709.05,1290.23,1112.55,979.95,2036.29,1287.72,1004.42
52,Alameda,839693.81,10480.0,2007-10,2007,10.0,month,0.41,0.85,1.02,0.95,1.83,1.63,0.89,360.81,738.73,888.66,831.39,1597.96,1420.66,775.68
53,Alameda,839693.81,10480.0,2007-11,2007,11.0,month,0.38,0.54,0.83,1.08,1.79,0.99,0.68,332.8,474.99,723.12,946.23,1564.38,868.38,592.96
54,Alameda,839693.81,10480.0,2007-12,2007,12.0,month,0.48,0.72,0.82,0.56,1.52,1.31,0.61,415.81,631.47,715.55,486.76,1327.91,1146.54,530.06
55,Alameda,839693.81,10480.0,2008-00,2008,,water_year,17.8,19.52,20.78,19.15,27.13,23.93,18.95,15538.24,17039.26,18147.16,16732.81,23687.24,20879.14,16543.12
56,Alameda,839693.81,10480.0,2008-01,2008,1.0,month,0.64,0.71,0.81,0.44,1.16,1.29,0.73,558.87,620.13,711.72,383.73,1011.38,1122.89,639.46
57,Alameda,839693.81,10480.0,2008-02,2008,2.0,month,1.18,1.19,1.19,0.59,1.04,1.86,1.43,1029.9,1038.82,1037.01,516.42,907.63,1621.41,1245.55
58,Alameda,839693.81,10480.0,2008-03,2008,3.0,month,2.54,2.25,2.55,1.09,2.72,2.93,2.69,2217.17,1966.24,2223.33,954.41,2377.75,2556.11,2349.15
59,Alameda,839693.81,10480.0,2008-04,2008,4.0,month,2.39,2.38,2.75,2.51,3.77,3.14,2.79,2083.25,2077.04,2404.22,2192.35,3292.77,2738.91,2440.09
60,Alameda,839693.81,10480.0,2008-05,2008,5.0,month,2.32,2.66,2.75,3.27,3.71,2.48,2.42,2026.88,2319.59,2402.95,2855.25,3243.52,2162.04,2112.19
61,Alameda,839693.81,10480.0,2008-06,2008,6.0,month,2.36,2.13,2.11,2.05,2.35,2.21,1.65,2061.72,1862.41,1846.41,1791.45,2048.57,1932.5,1441.16
62,Alameda,839693.81,10480.0,2008-07,2008,7.0,month,2.52,2.15,2.31,2.67,2.59,2.29,1.73,2201.99,1875.17,2019.88,2327.88,2259.76,1998.15,1511.02
63,Alameda,839693.81,10480.0,2008-08,2008,8.0,month,1.58,2.05,2.08,2.53,2.44,2.16,1.89,1378.43,1786.71,1813.67,2211.38,2128.35,1883.17,1648.95
64,Alameda,839693.81,10480.0,2008-09,2008,9.0,month,1.0,1.89,1.56,1.41,2.21,1.64,1.44,870.61,1647.96,1360.64,1235.56,1927.26,1428.38,1256.85
65,Alameda,839693.81,10480.0,2008-10,2008,10.0,month,0.55,1.23,1.06,0.77,1.55,1.3,1.13,482.75,1074.06,929.63,675.94,1353.88,1136.24,984.33
66,Alameda,839693.81,10480.0,2008-11,2008,11.0,month,0.6,0.86,0.86,0.46,1.69,1.19,0.77,528.23,751.05,752.82,405.55,1474.66,1041.38,670.79
67,Alameda,839693.81,10480.0,2008-12,2008,12.0,month,0.73,0.67,0.75,0.64,1.09,0.84,0.5,634.4,581.45,657.02,558.93,955.81,737.53,439.29
68,Alameda,839693.81,10480.0,2009-00,2009,,water_year,16.74,20.57,21.12,20.71,29.62,22.56,18.98,14620.89,17967.74,18441.52,18096.57,25863.77,19719.51,16595.15
69,Alameda,839693.81,10480.0,2009-01,2009,1.0,month,0.79,0.44,0.85,0.64,1.15,1.08,0.81,690.64,382.79,739.36,558.41,1002.79,947.35,706.77
70,Alameda,839693.81,10480.0,2009-02,2009,2.0,month,1.03,0.59,1.13,0.59,1.78,1.74,1.12,899.48,519.44,985.73,515.36,1557.44,1518.88,978.17
71,Alameda,839693.81,10480.0,2009-03,2009,3.0,month,2.34,2.07,2.53,1.95,3.49,2.98,2.51,2039.86,1812.03,2205.2,1705.58,3047.24,2605.12,2195.77
72,Alameda,839693.81,10480.0,2009-04,2009,4.0,month,2.26,2.68,2.86,2.95,3.7,3.01,2.75,1976.14,2340.49,2495.58,2577.93,3227.5,2628.1,2403.6
73,Alameda,839693.81,10480.0,2009-05,2009,5.0,month,2.01,2.81,2.71,3.6,4.19,2.4,1.99,1753.88,2454.81,2366.88,3144.53,3656.5,2093.98,1740.62
74,Alameda,839693.81,10480.0,2009-06,2009,6.0,month,1.81,2.76,2.43,3.1,3.41,2.03,1.67,1580.84,2409.02,2121.18,2702.98,2981.32,1774.38,1461.61
75,Alameda,839693.81,10480.0,2009-07,2009,7.0,month,1.96,2.32,2.26,2.71,2.63,2.11,2.11,1715.16,2021.77,1977.27,2362.84,2297.43,1844.93,1845.24
76,Alameda,839693.81,10480.0,2009-08,2009,8.0,month,1.6,2.18,2.0,1.85,2.66,2.06,1.93,1395.08,1907.77,1747.83,1618.53,2321.0,1801.72,1688.8
77,Alameda,839693.81,10480.0,2009-09,2009,9.0,month,1.06,1.96,1.68,1.45,2.28,1.82,1.69,924.43,1713.06,1463.02,1269.99,1988.2,1589.9,1480.16
78,Alameda,839693.81,10480.0,2009-10,2009,10.0,month,1.0,1.59,1.44,1.1,2.68,1.74,1.43,869.28,1391.14,1260.65,962.92,2340.02,1518.66,1248.33
79,Alameda,839693.81,10480.0,2009-11,2009,11.0,month,0.52,0.9,0.9,0.4,1.6,1.08,1.07,452.07,785.91,784.6,352.38,1395.92,944.0,934.0
80,Alameda,839693.81,10480.0,2009-12,2009,12.0,month,0.5,0.36,0.59,0.25,1.16,0.95,0.59,435.95,317.07,515.01,222.5,1011.42,832.23,513.92
81,Alameda,839693.81,10480.0,2010-00,2010,,water_year,20.14,19.11,21.5,19.38,31.23,22.64,19.93,17582.77,16690.5,18782.41,16933.79,27275.99,19790.11,17410.06
82,Alameda,839693.81,10480.0,2010-01,2010,1.0,month,0.74,0.44,0.74,0.31,1.27,1.04,0.7,643.94,380.22,644.25,266.42,1110.56,912.5,607.08
83,Alameda,839693.81,10480.0,2010-02,2010,2.0,month,1.14,0.94,1.25,0.88,2.06,1.62,1.2,991.29,819.91,1094.71,766.61,1798.33,1414.29,1049.65
84,Alameda,839693.81,10480.0,2010-03,2010,3.0,month,2.83,2.32,2.83,2.9,3.23,2.93,2.59,2474.58,2023.44,2475.04,2532.52,2820.58,2560.35,2263.51
85,Alameda,839693.81,10480.0,2010-04,2010,4.0,month,3.22,2.54,3.26,3.28,4.0,3.56,2.85,2811.36,2219.78,2845.05,2867.29,3495.9,3110.27,2491.6
86,Alameda,839693.81,10480.0,2010-05,2010,5.0,month,2.91,2.21,2.84,2.43,3.84,3.12,2.65,2543.94,1932.56,2479.21,2125.96,3356.52,2724.81,2316.51
87,Alameda,839693.81,10480.0,2010-06,2010,6.0,month,2.36,2.09,2.21,2.19,3.49,2.02,1.86,2061.44,1825.2,1925.89,1912.37,3049.55,1766.49,1625.01
88,Alameda,839693.81,10480.0,2010-07,2010,7.0,month,2.36,1.89,1.93,1.46,2.92,1.8,1.76,2057.57,1649.34,1686.36,1277.53,2547.13,1576.29,1537.52
89,Alameda,839693.81,10480.0,2010-08,2010,8.0,month,1.4,1.96,1.83,1.86,2.7,1.55,1.77,1224.04,1713.2,1600.92,1623.91,2361.34,1354.3,1546.8
90,Alameda,839693.81,10480.0,2010-09,2010,9.0,month,1.16,1.87,1.68,2.32,2.28,1.23,1.46,1017.31,1632.73,1470.72,2023.38,1988.72,1075.92,1276.13
91,Alameda,839693.81,10480.0,2010-10,2010,10.0,month,0.82,1.27,1.24,1.22,2.0,1.31,1.2,715.83,1105.18,1081.23,1064.83,1744.31,1142.3,1046.96
92,Alameda,839693.81,10480.0,2010-11,2010,11.0,month,0.79,0.94,0.91,0.61,1.82,1.13,0.87,687.2,821.41,792.91,534.34,1589.78,989.31,758.11
93,Alameda,839693.81,10480.0,2010-12,2010,12.0,month,0.48,0.35,0.6,0.37,1.19,1.06,0.52,421.9,309.09,520.65,325.95,1042.97,923.69,456.98
94,Alameda,839693.81,10480.0,2011-00,2011,,water_year,21.45,17.96,20.98,18.14,30.15,22.83,19.05,18742.78,15684.67,18297.94,15848.91,26337.66,19943.55,16630.58
95,Alameda,839693.81,10480.0,2011-01,2011,1.0,month,0.88,0.41,0.76,0.33,1.16,0.93,0.72,772.73,358.96,659.36,285.66,1016.75,808.39,625.47
96,Alameda,839693.81,10480.0,2011-02,2011,2.0,month,1.47,1.2,1.41,0.66,1.5,1.84,1.5,1284.94,1046.56,1233.68,578.36,1309.62,1607.31,1305.84
97,Alameda,839693.81,10480.0,2011-03,2011,3.0,month,2.22,1.64,2.1,1.81,2.2,2.24,2.13,1938.49,1433.22,1830.51,1581.59,1918.56,1959.08,1857.05
98,Alameda,839693.81,10480.0,2011-04,2011,4.0,month,3.23,2.7,3.24,3.51,3.79,3.21,2.93,2824.26,2354.18,2826.65,3063.49,3308.81,2802.1,2556.38
99,Alameda,839693.81,10480.0,2011-05,2011,5.0,month,2.9,2.45,2.91,3.08,4.1,3.1,2.39,2530.85,2143.83,2540.02,2690.33,3581.39,2711.04,2086.84
100,Alameda,839693.81,10480.0,2011-06,2011,6.0,month,2.61,1.85,2.29,1.39,3.83,2.83,1.76,2281.32,1615.96,1998.86,1214.42,3345.69,2474.84,1541.08
101,Alameda,839693.81,10480.0,2011-07,2011,7.0,month,2.59,1.92,2.26,2.48,3.77,1.95,1.88,2259.29,1677.02,1969.36,2165.39,3295.95,1703.35,1645.01
102,Alameda,839693.81,10480.0,2011-08,2011,8.0,month,1.98,1.66,1.78,1.54,2.6,1.77,1.69,1732.9,1447.67,1555.66,1348.3,2270.75,1549.93,1478.52
103,Alameda,839693.81,10480.0,2011-09,2011,9.0,month,1.48,1.57,1.48,1.14,2.19,1.46,1.46,1293.07,1371.59,1289.05,996.25,1913.08,1272.21,1272.34
104,Alameda,839693.81,10480.0,2011-10,2011,10.0,month,0.92,1.34,1.29,1.02,2.32,1.58,1.24,805.78,1170.92,1129.51,890.53,2024.54,1382.63,1085.0
105,Alameda,839693.81,10480.0,2011-11,2011,11.0,month,0.4,0.55,0.65,0.54,1.67,1.1,0.61,345.7,483.44,569.67,472.64,1458.01,964.87,529.46
106,Alameda,839693.81,10480.0,2011-12,2011,12.0,month,0.31,0.48,0.49,0.44,1.74,0.5,0.51,274.54,417.98,424.27,382.52,1519.08,434.01,444.07
107,Alameda,839693.81,10480.0,2012-00,2012,,water_year,15.65,15.93,17.94,16.18,28.55,21.42,16.55,13668.77,13923.62,15660.65,14121.29,24928.72,18701.32,14447.57
108,Alameda,839693.81,10480.0,2012-01,2012,1.0,month,0.26,0.5,0.5,0.48,0.92,0.75,0.3,227.98,434.87,432.9,421.06,806.25,652.18,263.2
109,Alameda,839693.81,10480.0,2012-02,2012,2.0,month,0.62,0.71,0.93,1.08,1.81,1.1,0.75,538.76,623.39,810.06,942.36,1584.62,956.89,650.82
110,Alameda,839693.81,10480.0,2012-03,2012,3.0,month,1.0,1.16,1.66,1.89,2.32,2.32,1.34,876.64,1013.1,1447.98,1646.35,2024.87,2022.37,1171.61
111,Alameda,839693.81,10480.0,2012-04,2012,4.0,month,2.55,2.16,2.64,1.9,3.58,3.54,2.5,2228.7,1889.61,2302.1,1656.51,3122.22,3090.89,2184.6
112,Alameda,839693.81,10480.0,2012-05,2012,5.0,month,2.59,2.39,2.57,1.73,3.51,2.91,2.56,2259.95,2088.11,2244.93,1513.99,3065.83,2539.36,2231.5
113,Alameda,839693.81,10480.0,2012-06,2012,6.0,month,2.04,1.95,2.02,1.96,3.37,2.16,1.73,1782.34,1701.92,1763.33,1712.47,2945.59,1888.53,1514.52
114,Alameda,839693.81,10480.0,2012-07,2012,7.0,month,2.04,1.61,1.96,2.02,2.78,2.08,1.82,1783.01,1408.95,1713.6,1764.1,2425.97,1814.37,1587.15
115,Alameda,839693.81,10480.0,2012-08,2012,8.0,month,1.74,1.66,1.8,1.53,2.4,1.98,1.82,1519.18,1453.75,1570.39,1334.1,2095.15,1731.86,1593.11
116,Alameda,839693.81,10480.0,2012-09,2012,9.0,month,1.18,1.42,1.43,1.59,2.13,1.4,1.37,1026.19,1237.58,1251.91,1384.66,1856.59,1223.36,1192.53
117,Alameda,839693.81,10480.0,2012-10,2012,10.0,month,0.73,1.08,0.99,0.88,2.24,1.22,0.9,636.99,945.56,860.52,767.86,1955.63,1068.71,787.28
118,Alameda,839693.81,10480.0,2012-11,2012,11.0,month,0.34,0.66,0.63,0.5,1.26,1.37,0.47,298.49,578.27,550.13,436.44,1099.26,1195.04,414.03
119,Alameda,839693.81,10480.0,2012-12,2012,12.0,month,0.53,0.49,0.68,0.22,0.96,1.18,0.72,464.91,431.11,594.42,193.42,841.89,1033.12,625.29
120,Alameda,839693.81,10480.0,2013-00,2013,,water_year,17.4,18.84,20.71,17.31,30.96,24.11,20.69,15195.54,16471.49,18064.8,15118.01,27039.58,21057.29,18063.52
121,Alameda,839693.81,10480.0,2013-01,2013,1.0,month,0.84,0.59,0.87,0.37,1.04,1.18,0.96,731.23,519.29,760.86,320.86,912.1,1033.26,839.0
122,Alameda,839693.81,10480.0,2013-02,2013,2.0,month,1.52,1.26,1.61,1.57,2.24,1.64,1.53,1329.67,1096.29,1403.09,1373.29,1953.49,1431.15,1335.39
123,Alameda,839693.81,10480.0,2013-03,2013,3.0,month,2.04,2.03,2.48,2.21,3.23,2.81,2.62,1783.96,1772.14,2162.33,1928.83,2820.07,2453.3,2285.53
124,Alameda,839693.81,10480.0,2013-04,2013,4.0,month,2.22,1.94,2.82,2.43,3.52,3.41,3.25,1939.82,1696.0,2458.8,2120.63,3074.68,2974.22,2834.64
125,Alameda,839693.81,10480.0,2013-05,2013,5.0,month,2.4,2.5,2.5,2.6,4.3,2.3,2.04,2099.63,2187.18,2179.67,2267.8,3752.73,2009.98,1783.32
126,Alameda,839693.81,10480.0,2013-06,2013,6.0,month,1.95,1.8,1.98,1.58,3.34,2.29,1.92,1699.14,1574.74,1728.41,1384.01,2915.38,1997.56,1680.86
127,Alameda,839693.81,10480.0,2013-07,2013,7.0,month,2.11,2.43,2.36,1.8,3.42,2.57,2.29,1839.29,2123.16,2057.47,1574.32,2990.9,2244.93,2000.25
128,Alameda,839693.81,10480.0,2013-08,2013,8.0,month,1.7,2.3,2.15,1.83,2.99,2.19,2.26,1480.77,2006.67,1878.4,1594.41,2613.43,1913.01,1969.69
129,Alameda,839693.81,10480.0,2013-09,2013,9.0,month,1.02,1.76,1.64,1.32,2.42,1.95,1.73,891.64,1541.08,1430.7,1156.14,2110.02,1703.01,1508.24
130,Alameda,839693.81,10480.0,2013-10,2013,10.0,month,0.4,0.93,0.8,0.54,1.64,0.9,0.93,352.84,811.67,700.0,469.03,1435.29,789.57,816.06
131,Alameda,839693.81,10480.0,2013-11,2013,11.0,month,0.29,0.65,0.57,0.3,1.18,0.84,0.51,249.52,565.94,495.5,262.01,1027.63,731.75,448.6
132,Alameda,839693.81,10480.0,2013-12,2013,12.0,month,0.26,0.49,0.47,0.36,0.77,0.63,0.45,226.77,425.21,412.6,317.08,675.13,552.08,391.88
133,Alameda,839693.81,10480.0,2014-00,2014,,water_year,12.58,14.94,15.87,10.49,24.23,20.17,16.13,10991.1,13040.87,13857.03,9160.96,21167.28,17608.95,14095.61
134,Alameda,839693.81,10480.0,2014-01,2014,1.0,month,0.3,0.45,0.45,0.35,0.69,0.63,0.5,264.35,390.28,396.02,306.53,605.35,549.37,436.18
135,Alameda,839693.81,10480.0,2014-02,2014,2.0,month,0.68,0.62,0.8,0.36,1.18,1.5,0.81,597.12,545.2,701.27,314.06,1027.58,1309.84,706.0
136,Alameda,839693.81,10480.0,2014-03,2014,3.0,month,1.5,1.72,2.02,0.84,2.58,2.85,2.33,1309.07,1498.49,1763.79,735.28,2256.01,2490.76,2034.69
137,Alameda,839693.81,10480.0,2014-04,2014,4.0,month,1.98,1.77,2.34,1.32,3.72,3.17,2.49,1726.72,1547.11,2039.35,1156.46,3246.33,2764.98,2171.26
138,Alameda,839693.81,10480.0,2014-05,2014,5.0,month,1.16,1.76,1.71,1.26,3.27,2.18,1.67,1012.91,1540.55,1494.38,1098.09,2858.97,1899.79,1461.08
139,Alameda,839693.81,10480.0,2014-06,2014,6.0,month,1.72,1.48,1.67,1.32,2.31,1.93,1.54,1501.29,1288.51,1455.84,1156.36,2014.02,1685.31,1348.21
140,Alameda,839693.81,10480.0,2014-07,2014,7.0,month,2.35,1.71,1.94,1.04,2.25,2.15,1.9,2054.99,1490.88,1692.71,905.91,1965.57,1873.75,1661.4
141,Alameda,839693.81,10480.0,2014-08,2014,8.0,month,1.39,1.94,1.7,1.53,2.21,1.73,1.6,1212.84,1693.69,1482.61,1334.82,1932.59,1510.32,1395.77
142,Alameda,839693.81,10480.0,2014-09,2014,9.0,month,0.55,1.42,1.4,1.27,2.43,1.66,1.4,482.68,1243.34,1222.96,1105.33,2122.81,1451.43,1224.48
143,Alameda,839693.81,10480.0,2014-10,2014,10.0,month,0.3,0.95,0.88,0.57,1.58,1.08,1.01,259.11,832.79,766.83,501.73,1381.5,944.83,878.65
144,Alameda,839693.81,10480.0,2014-11,2014,11.0,month,0.36,0.47,0.65,0.65,1.18,1.08,0.55,313.29,411.2,569.75,568.82,1031.43,940.26,483.65
145,Alameda,839693.81,10480.0,2014-12,2014,12.0,month,0.34,0.4,0.63,0.22,1.12,1.23,0.81,297.56,348.23,549.52,192.84,976.64,1075.68,706.11
146,Alameda,839693.81,10480.0,2015-00,2015,,water_year,16.04,19.63,20.02,17.38,29.1,22.59,19.41,14012.33,17143.97,17483.89,15177.81,25422.25,19722.51,16974.8
147,Alameda,839693.81,10480.0,2015-01,2015,1.0,month,0.91,0.51,0.76,0.33,0.99,0.77,0.89,798.46,444.31,666.54,287.33,865.16,668.31,778.29
148,Alameda,839693.81,10480.0,2015-02,2015,2.0,month,1.41,1.14,1.47,0.9,2.1,1.74,1.51,1233.75,997.46,1284.15,789.09,1830.98,1523.03,1322.33
