,NAME,area_acres,max_mask_area_acres,year_month,year,month,timestep,DISALEXI_ET_mean_in,EEMETRIC_ET_mean_in,ENSEMBLE_ET_mean_in,GEESEBAL_ET_mean_in,PTJPL_ET_mean_in,SIMS_ET_mean_in,SSEBOP_ET_mean_in,DISALEXI_ET_acre_ft,EEMETRIC_ET_acre_ft,ENSEMBLE_ET_acre_ft,GEESEBAL_ET_acre_ft,PTJPL_ET_acre_ft,SIMS_ET_acre_ft,SSEBOP_ET_acre_ft
3312,Humboldt,4517806.53,43131.0,2013-02,2013,2.0,month,1.55,1.81,1.77,0.33,1.45,2.48,2.3,5570.11,6493.1,6370.89,1187.24,5214.24,8923.54,8271.96
3313,Humboldt,4517806.53,43131.0,2013-03,2013,3.0,month,2.2,2.58,2.76,0.1,2.71,3.22,3.14,7917.05,9260.14,9902.53,349.94,9755.23,11583.83,11270.56
3314,Humboldt,4517806.53,43131.0,2013-04,2013,4.0,month,3.77,4.46,4.16,2.03,3.22,4.76,4.91,13561.86,16028.78,14963.87,7283.44,11556.81,17113.4,17645.35
3315,Humboldt,4517806.53,43131.0,2013-05,2013,5.0,month,4.7,5.9,5.49,4.56,4.16,6.03,6.16,16893.13,21215.83,19720.49,16391.8,14940.51,21661.87,22125.4
3316,Humboldt,4517806.53,43131.0,2013-06,2013,6.0,month,5.08,6.74,6.26,5.61,5.94,6.6,6.32,18265.34,24216.53,22489.12,20149.13,21362.91,23711.09,22720.27
3317,Humboldt,4517806.53,43131.0,2013-07,2013,7.0,month,5.57,7.87,6.71,6.85,5.57,6.87,6.61,20002.99,28286.27,24106.82,24616.38,20005.77,24684.71,23746.94
3318,Humboldt,4517806.53,43131.0,2013-08,2013,8.0,month,3.57,5.48,4.6,4.65,3.44,5.05,4.48,12842.37,19682.38,16516.0,16705.96,12370.39,18148.02,16087.12
3319,Humboldt,4517806.53,43131.0,2013-09,2013,9.0,month,2.07,3.81,3.83,4.21,3.73,4.31,3.52,7433.24,13705.22,13757.29,15149.02,13393.08,15475.21,12654.1
3320,Humboldt,4517806.53,43131.0,2013-10,2013,10.0,month,1.81,3.07,2.67,1.62,2.07,3.64,3.51,6498.93,11050.77,9602.06,5809.75,7423.37,13086.14,12609.1
3321,Humboldt,4517806.53,43131.0,2013-11,2013,11.0,month,0.83,2.04,1.74,0.72,1.58,2.62,2.32,2988.58,7342.42,6265.67,2602.21,5687.9,9411.3,8323.08
3322,Humboldt,4517806.53,43131.0,2013-12,2013,12.0,month,0.68,1.57,1.3,0.23,1.06,2.12,1.89,2456.29,5654.25,4684.25,820.21,3817.97,7618.02,6789.96
3323,Humboldt,4517806.53,43131.0,2014-00,2014,,water_year,33.27,48.26,41.53,33.0,32.01,51.51,47.11,119596.93,173494.36,149318.72,118679.62,115056.37,185139.11,169306.27
3324,Humboldt,4517806.53,43131.0,2014-01,2014,1.0,month,0.73,2.1,1.59,0.5,1.11,2.72,2.38,2608.51,7540.65,5704.14,1806.71,4005.55,9784.49,8558.13
3325,Humboldt,4517806.53,43131.0,2014-02,2014,2.0,month,0.74,1.29,1.07,0.44,0.53,1.92,1.67,2663.52,4641.87,3861.97,1581.98,1898.33,6901.65,5998.94
3326,Humboldt,4517806.53,43131.0,2014-03,2014,3.0,month,2.23,2.54,2.44,1.79,1.87,3.36,2.95,8018.63,9146.3,8768.65,6443.23,6718.91,12081.97,10609.36
3327,Humboldt,4517806.53,43131.0,2014-04,2014,4.0,month,3.72,4.15,4.21,4.35,3.99,4.51,4.09,13367.5,14899.08,15142.85,15647.87,14323.39,16198.32,14717.38
3328,Humboldt,4517806.53,43131.0,2014-05,2014,5.0,month,5.14,5.64,5.71,5.79,5.36,5.97,5.76,18461.03,20265.84,20514.28,20815.0,19262.29,21456.21,20686.41
3329,Humboldt,4517806.53,43131.0,2014-06,2014,6.0,month,5.3,7.61,6.42,5.58,4.73,7.21,6.73,19060.86,27342.89,23079.57,20068.3,17006.29,25924.44,24192.37
3330,Humboldt,4517806.53,43131.0,2014-07,2014,7.0,month,5.32,7.58,6.03,5.17,3.98,6.91,6.44,19137.7,27248.27,21676.82,18596.96,14313.28,24841.98,23145.35
3331,Humboldt,4517806.53,43131.0,2014-08,2014,8.0,month,4.19,6.41,4.91,4.13,3.31,5.85,5.51,15057.85,23052.69,17661.51,14848.77,11913.45,21025.87,19811.83
3332,Humboldt,4517806.53,43131.0,2014-09,2014,9.0,month,2.58,4.26,3.44,2.68,2.42,4.68,3.86,9277.53,15309.33,12356.95,9638.63,8685.64,16808.72,13864.36
3333,Humboldt,4517806.53,43131.0,2014-10,2014,10.0,month,1.91,2.56,2.35,1.14,2.01,3.18,2.8,6877.19,9218.23,8438.87,4113.53,7212.57,11422.24,10050.69
3334,Humboldt,4517806.53,43131.0,2014-11,2014,11.0,month,0.88,1.41,1.3,0.52,1.41,1.69,1.38,3167.69,5067.2,4687.78,1854.21,5058.14,6063.36,4948.8
3335,Humboldt,4517806.53,43131.0,2014-12,2014,12.0,month,0.37,1.26,1.35,0.62,1.68,1.82,1.5,1320.31,4538.19,4855.19,2217.01,6050.41,6557.41,5377.02
3336,Humboldt,4517806.53,43131.0,2015-00,2015,,water_year,32.52,47.37,42.13,37.03,33.64,49.98,46.42,116890.36,170293.34,151439.95,133111.24,120880.38,179624.48,166853.67
3337,Humboldt,4517806.53,43131.0,2015-01,2015,1.0,month,0.79,1.91,1.72,0.59,1.54,2.65,2.54,2830.66,6853.63,6194.18,2133.04,5524.42,9512.98,9141.19
3338,Humboldt,4517806.53,43131.0,2015-02,2015,2.0,month,1.21,1.86,1.76,0.83,1.28,2.78,2.76,4355.9,6680.86,6312.9,2970.23,4590.09,9995.15,9931.39
3339,Humboldt,4517806.53,43131.0,2015-03,2015,3.0,month,2.3,3.08,2.74,1.74,2.01,3.61,3.49,8269.52,11078.72,9847.66,6238.74,7224.05,12992.62,12545.02
3340,Humboldt,4517806.53,43131.0,2015-04,2015,4.0,month,3.76,4.28,4.42,5.41,3.71,4.61,4.34,13496.51,15396.12,15876.81,19460.9,13331.57,16552.08,15587.24
3341,Humboldt,4517806.53,43131.0,2015-05,2015,5.0,month,5.02,5.54,5.61,6.58,4.32,5.59,5.48,18048.23,19928.6,20150.97,23666.07,15541.2,20083.04,19714.36
3342,Humboldt,4517806.53,43131.0,2015-06,2015,6.0,month,5.43,7.93,6.64,6.29,4.96,7.39,7.0,19523.74,28495.82,23861.9,22622.08,17844.57,26547.13,25158.8
3343,Humboldt,4517806.53,43131.0,2015-07,2015,7.0,month,4.88,7.22,5.62,4.76,3.85,6.6,6.24,17547.34,25933.66,20205.56,17090.77,13831.34,23735.08,22428.62
3344,Humboldt,4517806.53,43131.0,2015-08,2015,8.0,month,3.83,6.28,5.11,5.37,3.91,5.74,4.87,13749.33,22580.47,18378.39,19303.91,14037.3,20627.59,17505.08
3345,Humboldt,4517806.53,43131.0,2015-09,2015,9.0,month,2.14,4.04,3.51,3.18,2.96,4.32,4.02,7703.94,14521.84,12629.74,11440.75,10634.72,15535.8,14465.46
3346,Humboldt,4517806.53,43131.0,2015-10,2015,10.0,month,1.45,2.78,2.5,2.13,2.27,3.37,2.84,5219.3,10000.92,8983.93,7668.76,8162.79,12117.26,10225.55
3347,Humboldt,4517806.53,43131.0,2015-11,2015,11.0,month,0.79,1.13,1.16,0.46,1.4,1.82,1.19,2856.09,4075.24,4172.59,1655.54,5032.26,6528.42,4290.91
3348,Humboldt,4517806.53,43131.0,2015-12,2015,12.0,month,0.37,0.6,0.61,0.31,0.61,0.9,0.72,1325.28,2164.54,2178.46,1099.57,2205.4,3249.66,2572.22
3349,Humboldt,4517806.53,43131.0,2016-00,2016,,water_year,30.84,43.78,38.64,23.8,33.73,45.16,41.12,110866.52,157425.88,138922.36,85499.2,121185.38,162288.01,147774.07
3350,Humboldt,4517806.53,43131.0,2016-01,2016,1.0,month,0.4,0.87,0.81,0.26,0.79,1.24,1.05,1451.75,3129.58,2900.38,919.96,2826.23,4441.19,3772.33
3351,Humboldt,4517806.53,43131.0,2016-02,2016,2.0,month,0.8,1.57,1.52,0.47,1.57,2.24,1.84,2882.37,5650.7,5463.33,1677.02,5639.42,8041.83,6625.97
3352,Humboldt,4517806.53,43131.0,2016-03,2016,3.0,month,1.64,2.86,2.85,0.16,3.18,3.16,2.87,5897.55,10284.63,10247.77,570.84,11415.22,11341.92,10303.18
3353,Humboldt,4517806.53,43131.0,2016-04,2016,4.0,month,3.59,4.32,3.99,2.23,3.43,4.48,4.3,12891.09,15534.68,14356.46,7999.22,12313.9,16095.94,15470.65
3354,Humboldt,4517806.53,43131.0,2016-05,2016,5.0,month,4.71,5.29,5.24,2.38,4.74,5.46,5.54,16936.19,19002.5,18846.58,8537.85,17029.91,19631.13,19899.21
3355,Humboldt,4517806.53,43131.0,2016-06,2016,6.0,month,5.49,6.55,5.93,4.99,4.5,6.3,6.22,19729.36,23554.82,21317.3,17949.98,16156.22,22656.14,22339.53
3356,Humboldt,4517806.53,43131.0,2016-07,2016,7.0,month,5.07,6.79,5.79,4.96,4.56,6.52,6.06,18210.38,24411.0,20811.89,17813.77,16391.95,23444.06,21774.86
3357,Humboldt,4517806.53,43131.0,2016-08,2016,8.0,month,3.96,6.62,4.9,4.76,3.75,5.62,4.9,14235.0,23795.39,17626.78,17125.51,13486.68,20186.53,17600.18
3358,Humboldt,4517806.53,43131.0,2016-09,2016,9.0,month,2.57,4.4,3.34,0.69,2.93,4.05,3.59,9232.16,15821.88,12016.89,2481.18,10525.4,14553.93,12899.48
3359,Humboldt,4517806.53,43131.0,2016-10,2016,10.0,month,1.05,1.52,1.53,0.27,1.51,2.6,1.85,3786.79,5477.65,5489.82,985.97,5441.98,9354.24,6651.64
3360,Humboldt,4517806.53,43131.0,2016-11,2016,11.0,month,0.74,1.13,1.32,0.28,1.63,1.76,1.47,2649.02,4052.06,4736.99,1011.03,5845.71,6308.77,5293.15
3361,Humboldt,4517806.53,43131.0,2016-12,2016,12.0,month,0.43,0.56,0.71,0.28,1.01,0.89,0.76,1531.42,2017.21,2556.21,1011.39,3620.71,3211.98,2749.32
3362,Humboldt,4517806.53,43131.0,2017-00,2017,,water_year,29.16,38.09,35.49,28.03,30.91,42.13,37.53,104802.89,136912.22,127577.52,100797.68,111071.88,151424.07,134887.99
3363,Humboldt,4517806.53,43131.0,2017-01,2017,1.0,month,0.69,0.89,0.83,0.4,0.91,1.15,0.78,2491.17,3186.86,2988.97,1450.51,3257.5,4146.43,2789.29
3364,Humboldt,4517806.53,43131.0,2017-02,2017,2.0,month,0.68,1.03,1.11,0.64,1.34,1.65,1.04,2434.74,3711.23,4003.41,2295.61,4830.22,5915.6,3737.52
3365,Humboldt,4517806.53,43131.0,2017-03,2017,3.0,month,1.84,2.25,2.35,1.48,2.38,2.88,2.29,6623.2,8085.62,8438.6,5321.96,8542.59,10368.97,8214.71
3366,Humboldt,4517806.53,43131.0,2017-04,2017,4.0,month,2.82,2.85,2.84,1.99,2.01,3.7,3.38,10145.69,10249.21,10216.95,7160.27,7212.57,13293.11,12149.03
3367,Humboldt,4517806.53,43131.0,2017-05,2017,5.0,month,4.38,5.37,5.25,4.59,5.0,5.71,5.26,15740.28,19310.31,18875.87,16504.54,17967.51,20508.91,18900.48
3368,Humboldt,4517806.53,43131.0,2017-06,2017,6.0,month,4.13,5.77,5.39,5.02,4.92,6.04,5.59,14837.93,20724.51,19357.02,18034.7,17689.33,21711.48,20104.48
3369,Humboldt,4517806.53,43131.0,2017-07,2017,7.0,month,5.46,7.28,6.05,5.25,4.22,6.79,6.48,19612.1,26174.35,21755.7,18878.84,15177.12,24394.5,23277.97
3370,Humboldt,4517806.53,43131.0,2017-08,2017,8.0,month,4.51,5.55,4.78,4.7,3.38,5.06,4.94,16218.67,19951.34,17182.99,16876.09,12141.46,18194.09,17752.44
3371,Humboldt,4517806.53,43131.0,2017-09,2017,9.0,month,2.43,3.89,3.33,3.13,2.6,3.9,3.69,8731.88,13971.87,11974.99,11266.77,9345.18,14015.99,13267.96
3372,Humboldt,4517806.53,43131.0,2017-10,2017,10.0,month,1.55,3.25,2.65,2.27,2.31,3.27,2.94,5580.82,11676.64,9526.17,8167.34,8310.15,11747.85,10578.13
3373,Humboldt,4517806.53,43131.0,2017-11,2017,11.0,month,0.5,1.06,1.06,0.3,1.21,1.67,1.17,1799.17,3801.34,3821.7,1069.87,4361.38,5984.82,4220.21
3374,Humboldt,4517806.53,43131.0,2017-12,2017,12.0,month,0.67,0.87,1.05,0.25,1.24,1.34,1.22,2393.03,3113.76,3765.16,881.03,4469.04,4828.93,4370.77
3375,Humboldt,4517806.53,43131.0,2018-00,2018,,water_year,32.63,43.06,39.97,36.98,33.2,44.56,40.53,117256.18,154761.76,143655.33,132874.57,119322.19,160157.12,145714.48
3376,Humboldt,4517806.53,43131.0,2018-01,2018,1.0,month,0.49,0.98,1.12,0.54,1.43,1.43,1.2,1767.0,3533.42,4014.98,1946.06,5125.44,5138.78,4302.4
3377,Humboldt,4517806.53,43131.0,2018-02,2018,2.0,month,1.18,1.4,1.58,0.71,1.66,2.06,1.99,4254.27,5022.74,5674.4,2541.89,5957.34,7421.63,7147.83
3378,Humboldt,4517806.53,43131.0,2018-03,2018,3.0,month,1.89,2.24,2.43,2.08,2.45,3.27,2.66,6784.97,8041.93,8749.97,7488.1,8801.26,11761.12,9569.73
3379,Humboldt,4517806.53,43131.0,2018-04,2018,4.0,month,3.06,3.38,3.47,3.64,3.13,3.95,3.38,10990.92,12163.69,12483.83,13095.92,11259.42,14205.88,12149.09
3380,Humboldt,4517806.53,43131.0,2018-05,2018,5.0,month,5.09,5.53,5.31,5.6,4.45,5.5,5.0,18283.48,19871.93,19080.71,20115.28,15978.76,19757.78,17982.13
3381,Humboldt,4517806.53,43131.0,2018-06,2018,6.0,month,5.84,7.12,6.46,6.27,4.72,6.7,6.41,20992.94,25594.68,23201.35,22535.14,16959.34,24073.36,23044.46
3382,Humboldt,4517806.53,43131.0,2018-07,2018,7.0,month,5.44,7.15,6.09,6.18,4.34,6.32,5.85,19551.17,25693.13,21890.9,22205.43,15606.03,22708.0,21012.19
3383,Humboldt,4517806.53,43131.0,2018-08,2018,8.0,month,4.63,5.47,4.88,5.15,3.45,4.92,4.66,16642.45,19672.72,17541.73,18502.38,12404.75,17668.69,16765.4
3384,Humboldt,4517806.53,43131.0,2018-09,2018,9.0,month,2.29,4.61,3.87,3.99,2.81,4.13,4.05,8215.96,16575.78,13904.43,14326.13,10089.28,14860.28,14572.14
3385,Humboldt,4517806.53,43131.0,2018-10,2018,10.0,month,1.41,2.72,2.18,1.51,1.76,3.0,2.6,5054.76,9793.33,7845.7,5412.64,6336.08,10779.02,9353.36
3386,Humboldt,4517806.53,43131.0,2018-11,2018,11.0,month,0.68,1.4,1.21,0.52,1.19,1.72,1.55,2453.27,5028.64,4356.33,1885.33,4262.01,6180.45,5588.36
3387,Humboldt,4517806.53,43131.0,2018-12,2018,12.0,month,0.5,0.81,0.75,0.27,0.67,1.31,0.95,1807.97,2911.14,2686.62,961.87,2399.72,4696.62,3401.03
3388,Humboldt,4517806.53,43131.0,2019-00,2019,,water_year,27.78,41.23,37.79,35.18,29.82,44.3,40.18,99848.88,148197.51,135870.49,126441.42,107172.74,159155.35,144440.25
3389,Humboldt,4517806.53,43131.0,2019-01,2019,1.0,month,0.57,1.15,0.97,0.2,0.65,1.77,1.62,2047.0,4137.83,3494.79,719.4,2336.3,6363.72,5820.25
3390,Humboldt,4517806.53,43131.0,2019-02,2019,2.0,month,0.6,1.16,1.06,0.35,0.86,1.87,1.55,2144.29,4163.33,3827.18,1251.86,3103.74,6709.46,5582.48
3391,Humboldt,4517806.53,43131.0,2019-03,2019,3.0,month,1.9,2.49,2.41,1.92,2.21,3.3,2.69,6845.75,8934.38,8675.45,6916.15,7942.55,11851.74,9660.91
3392,Humboldt,4517806.53,43131.0,2019-04,2019,4.0,month,2.72,4.07,3.94,3.86,3.27,4.52,4.12,9771.06,14634.57,14150.99,13877.26,11752.88,16237.27,14802.94
3393,Humboldt,4517806.53,43131.0,2019-05,2019,5.0,month,4.21,5.01,5.01,5.62,3.96,5.39,4.77,15126.0,17997.99,18021.72,20203.38,14224.15,19358.42,17146.78
3394,Humboldt,4517806.53,43131.0,2019-06,2019,6.0,month,5.65,7.33,6.46,5.96,4.22,6.91,6.92,20308.29,26359.72,23211.2,21432.83,15174.53,24826.43,24872.51
3395,Humboldt,4517806.53,43131.0,2019-07,2019,7.0,month,4.58,7.25,6.32,6.39,4.44,6.77,6.54,16470.39,26064.97,22726.18,22949.42,15960.59,24319.53,23490.13
3396,Humboldt,4517806.53,43131.0,2019-08,2019,8.0,month,3.36,5.03,4.81,5.58,3.96,4.96,4.5,12087.02,18077.7,17286.77,20041.6,14240.21,17844.97,16189.83
3397,Humboldt,4517806.53,43131.0,2019-09,2019,9.0,month,1.6,2.81,2.67,3.0,2.63,2.78,2.37,5733.08,10093.91,9587.56,10789.68,9439.98,9987.72,8531.67
3398,Humboldt,4517806.53,43131.0,2019-10,2019,10.0,month,1.23,1.87,2.03,1.55,2.15,2.43,2.29,4414.47,6735.34,7289.21,5584.91,7736.8,8728.54,8230.79
3399,Humboldt,4517806.53,43131.0,2019-11,2019,11.0,month,0.5,0.73,0.97,0.57,1.3,1.26,1.17,1811.61,2614.23,3486.06,2054.01,4682.38,4521.35,4212.74
3400,Humboldt,4517806.53,43131.0,2019-12,2019,12.0,month,0.33,0.6,0.74,0.36,1.1,1.1,0.79,1168.9,2153.97,2663.43,1291.61,3967.37,3964.24,2850.7
3401,Humboldt,4517806.53,43131.0,2020-00,2020,,water_year,28.79,27.45,29.75,32.63,31.3,31.28,29.06,103482.93,98615.78,106972.57,117286.41,112528.84,112385.52,104453.28
3402,Humboldt,4517806.53,43131.0,2020-01,2020,1.0,month,0.34,0.87,0.99,0.21,1.45,1.3,1.04,1230.89,3132.34,3546.74,747.59,5213.64,4655.36,3738.41
3403,Humboldt,4517806.53,43131.0,2020-02,2020,2.0,month,1.14,1.07,1.29,0.51,1.85,1.5,1.31,4101.08,3846.86,4654.28,1849.81,6637.45,5387.78,4693.62
3404,Humboldt,4517806.53,43131.0,2020-03,2020,3.0,month,1.51,1.71,2.01,1.32,2.27,2.39,2.12,5412.19,6163.61,7206.66,4728.53,8162.06,8576.51,7605.37
3405,Humboldt,4517806.53,43131.0,2020-04,2020,4.0,month,2.8,2.42,2.86,3.67,2.55,2.99,2.79,10081.47,8682.19,10277.78,13186.85,9169.43,10762.89,10029.79
3406,Humboldt,4517806.53,43131.0,2020-05,2020,5.0,month,3.94,3.22,3.55,4.8,2.9,3.75,3.44,14146.79,11562.66,12774.49,17238.84,10435.35,13472.77,12349.93
3407,Humboldt,4517806.53,43131.0,2020-06,2020,6.0,month,5.14,3.95,4.19,5.55,4.55,4.0,3.86,18471.81,14183.42,15069.42,19939.1,16350.69,14365.92,13887.68
3408,Humboldt,4517806.53,43131.0,2020-07,2020,7.0,month,5.3,4.21,4.35,5.72,4.65,4.01,4.06,19042.66,15126.21,15646.54,20568.21,16709.08,14402.29,14595.87
3409,Humboldt,4517806.53,43131.0,2020-08,2020,8.0,month,3.79,3.83,3.66,4.53,3.06,3.53,3.44,13635.19,13748.73,13171.51,16280.57,11006.13,12677.56,12358.04
3410,Humboldt,4517806.53,43131.0,2020-09,2020,9.0,month,2.77,2.97,3.11,3.84,3.47,3.02,2.75,9965.87,10666.22,11186.45,13816.38,12458.46,10870.31,9900.34
3411,Humboldt,4517806.53,43131.0,2020-10,2020,10.0,month,1.32,1.46,1.61,1.02,2.16,1.79,1.7,4733.04,5229.93,5771.57,3651.99,7761.67,6437.16,6125.65
3412,Humboldt,4517806.53,43131.0,2020-11,2020,11.0,month,0.53,0.77,0.86,0.34,1.46,1.25,0.79,1901.55,2782.56,3098.35,1216.63,5236.08,4491.2,2840.36
3413,Humboldt,4517806.53,43131.0,2020-12,2020,12.0,month,0.52,0.59,0.66,0.22,0.98,0.88,0.61,1855.25,2124.66,2373.37,773.69,3507.22,3159.2,2178.96
3414,Humboldt,4517806.53,43131.0,2021-00,2021,,water_year,26.45,26.51,28.48,32.53,33.22,28.94,25.76,95016.27,95293.53,102298.71,116848.07,119370.53,104038.5,92628.8
3415,Humboldt,4517806.53,43131.0,2021-01,2021,1.0,month,0.46,0.61,0.79,0.36,1.18,1.02,0.81,1645.55,2175.86,2828.44,1285.17,4237.79,3663.44,2926.52
3416,Humboldt,4517806.53,43131.0,2021-02,2021,2.0,month,0.9,0.84,1.06,0.46,1.3,1.24,1.1,3232.55,3019.67,3802.44,1667.1,4662.08,4472.45,3937.21
3417,Humboldt,4517806.53,43131.0,2021-03,2021,3.0,month,1.81,1.95,2.22,1.24,2.83,2.5,2.19,6523.11,7010.98,7967.39,4439.79,10171.17,8995.07,7855.48
3418,Humboldt,4517806.53,43131.0,2021-04,2021,4.0,month,3.08,2.83,3.1,3.62,3.4,3.01,2.87,11075.27,10176.05,11132.68,13010.32,12206.5,10817.32,10324.24
3419,Humboldt,4517806.53,43131.0,2021-05,2021,5.0,month,3.99,3.48,3.83,4.95,4.37,3.59,3.36,14335.29,12507.25,13761.52,17793.05,15722.98,12891.36,12082.75
3420,Humboldt,4517806.53,43131.0,2021-06,2021,6.0,month,4.18,3.99,4.21,5.96,4.64,4.12,3.6,15024.66,14353.13,15144.08,21407.91,16690.73,14825.0,12948.43
3421,Humboldt,4517806.53,43131.0,2021-07,2021,7.0,month,4.43,3.69,3.85,5.43,4.15,3.58,3.26,15906.06,13276.31,13830.71,19499.22,14911.2,12880.73,11730.07
3422,Humboldt,4517806.53,43131.0,2021-08,2021,8.0,month,3.23,3.64,3.6,5.36,3.84,3.35,3.23,11611.39,13083.31,12928.29,19276.57,13789.64,12028.62,11625.53
3423,Humboldt,4517806.53,43131.0,2021-09,2021,9.0,month,2.0,2.66,2.69,3.57,2.91,2.61,2.24,7172.55,9553.82,9659.87,12826.63,10473.47,9376.95,8053.6
3424,Humboldt,4517806.53,43131.0,2021-10,2021,10.0,month,0.88,1.66,1.69,1.52,1.98,1.93,1.62,3177.06,5961.63,6087.16,5447.79,7124.44,6948.17,5838.21
3425,Humboldt,4517806.53,43131.0,2021-11,2021,11.0,month,0.68,0.89,0.99,0.59,1.13,1.3,1.08,2447.07,3191.6,3555.87,2125.54,4047.05,4690.46,3878.86
3426,Humboldt,4517806.53,43131.0,2021-12,2021,12.0,month,0.36,0.41,0.57,0.12,0.76,0.78,0.7,1299.65,1475.05,2062.98,419.68,2734.96,2799.15,2504.77
3427,Humboldt,4517806.53,43131.0,2022-00,2022,,water_year,26.76,27.83,29.71,32.29,31.48,31.2,27.98,96189.1,100004.21,106801.07,116030.76,113162.64,112171.55,100581.44
3428,Humboldt,4517806.53,43131.0,2022-01,2022,1.0,month,0.65,0.67,0.97,0.61,1.22,1.23,1.16,2320.4,2392.26,3503.74,2178.32,4387.2,4417.34,4180.97
3429,Humboldt,4517806.53,43131.0,2022-02,2022,2.0,month,1.08,1.26,1.39,0.6,1.49,1.66,1.63,3866.83,4534.6,4998.58,2149.49,5351.54,5983.9,5874.14
3430,Humboldt,4517806.53,43131.0,2022-03,2022,3.0,month,1.72,2.28,2.32,1.35,2.81,2.5,2.27,6184.43,8177.8,8347.52,4836.8,10108.19,8973.08,8170.95
3431,Humboldt,4517806.53,43131.0,2022-04,2022,4.0,month,2.92,2.71,2.95,3.54,3.05,3.04,2.63,10506.82,9742.7,10606.4,12737.47,10968.9,10927.48,9469.44
3432,Humboldt,4517806.53,43131.0,2022-05,2022,5.0,month,3.66,3.22,3.78,4.77,4.27,3.67,3.38,13156.67,11558.87,13575.88,17151.33,15341.45,13203.41,12134.63
3433,Humboldt,4517806.53,43131.0,2022-06,2022,6.0,month,4.42,3.97,4.1,5.04,3.74,4.24,3.78,15890.0,14265.57,14726.21,18130.44,13460.06,15232.13,13583.52
3434,Humboldt,4517806.53,43131.0,2022-07,2022,7.0,month,4.53,4.65,4.48,5.53,4.29,4.37,3.88,16297.39,16726.88,16094.93,19886.66,15413.18,15698.18,13950.36
3435,Humboldt,4517806.53,43131.0,2022-08,2022,8.0,month,3.94,3.69,3.73,5.32,3.9,3.59,3.3,14153.51,13279.0,13394.81,19104.77,14033.94,12903.44,11847.91
3436,Humboldt,4517806.53,43131.0,2022-09,2022,9.0,month,1.92,2.42,2.74,3.3,2.84,2.89,2.55,6889.27,8698.25,9846.99,11862.47,10191.73,10394.81,9147.68
3437,Humboldt,4517806.53,43131.0,2022-10,2022,10.0,month,1.4,1.68,1.87,1.67,2.23,1.95,1.87,5045.26,6054.13,6732.97,6008.79,8012.97,7019.53,6709.29
3438,Humboldt,4517806.53,43131.0,2022-11,2022,11.0,month,0.6,0.83,1.04,0.68,1.23,1.65,1.19,2151.49,2989.86,3745.73,2460.0,4414.06,5930.81,4284.91
3439,Humboldt,4517806.53,43131.0,2022-12,2022,12.0,month,0.46,0.79,0.82,0.64,0.39,1.56,1.38,1638.8,2854.1,2931.61,2290.77,1384.77,5601.44,4967.77
3440,Humboldt,4517806.53,43131.0,2023-00,2023,,water_year,27.64,31.42,32.27,38.85,31.7,34.92,31.45,99366.98,112969.91,115956.24,139688.22,113854.73,125537.61,113028.83
3441,Humboldt,4517806.53,43131.0,2023-01,2023,1.0,month,0.56,1.17,1.21,0.67,1.19,1.75,1.64,2019.27,4213.65,4331.76,2392.86,4260.79,6301.23,5895.74
3442,Humboldt,4517806.53,43131.0,2023-02,2023,2.0,month,0.88,1.04,1.34,1.18,1.34,1.69,1.42,3172.44,3735.71,4821.15,4258.15,4799.04,6067.52,5090.96
3443,Humboldt,4517806.53,43131.0,2023-03,2023,3.0,month,1.24,1.56,2.13,2.58,2.04,2.54,1.97,4468.72,5608.37,7659.9,9289.84,7341.02,9136.63,7090.64
3444,Humboldt,4517806.53,43131.0,2023-04,2023,4.0,month,2.84,3.62,3.53,4.27,3.05,3.89,3.48,10198.55,13018.56,12688.18,15359.86,10945.44,13992.23,12503.19
3445,Humboldt,4517806.53,43131.0,2023-05,2023,5.0,month,4.75,4.27,4.31,5.58,4.31,4.3,4.02,17081.84,15346.92,15480.22,20065.06,15488.48,15447.84,14441.29
3446,Humboldt,4517806.53,43131.0,2023-06,2023,6.0,month,5.24,4.3,4.37,5.82,4.55,4.29,4.0,18829.78,15471.71,15698.79,20912.29,16345.65,15411.91,14393.29
3447,Humboldt,4517806.53,43131.0,2023-07,2023,7.0,month,4.44,4.99,4.59,6.34,4.29,4.35,4.14,15941.68,17923.08,16504.47,22793.6,15420.98,15635.83,14891.68
3448,Humboldt,4517806.53,43131.0,2023-08,2023,8.0,month,3.52,4.14,3.93,5.5,3.92,3.77,3.58,12660.83,14871.71,14115.59,19753.02,14078.89,13547.42,12851.48
3449,Humboldt,4517806.53,43131.0,2023-09,2023,9.0,month,1.71,3.03,3.13,3.92,3.16,3.18,2.76,6158.32,10882.11,11245.87,14103.98,11362.64,11445.22,9908.59
3450,Humboldt,4517806.53,43131.0,2023-10,2023,10.0,month,1.07,2.29,2.47,1.97,2.52,3.17,2.87,3844.57,8244.7,8861.97,7078.99,9063.37,11399.2,10327.69
3451,Humboldt,4517806.53,43131.0,2023-11,2023,11.0,month,0.62,1.64,1.48,0.57,1.16,2.37,2.27,2233.12,5899.21,5319.93,2055.26,4164.23,8529.94,8146.3
3452,Humboldt,4517806.53,43131.0,2023-12,2023,12.0,month,0.41,1.66,1.37,0.53,1.1,2.18,1.98,1457.37,5960.14,4918.8,1888.66,3968.24,7831.59,7115.13
