MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2016-03-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,39.9162,35.0,30.0,47.5,14.5208,668
FILLED,2016-03-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,,,,,0
FILLED,2016-03-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,54.3498,55.0,50.0,58.0,5.7776,39743
FILLED,2016-03-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,54.9586,54.0,50.0,61.0,7.0314,9502
FILLED,2016-03-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,50.7293,52.0,46.0,56.0,8.4828,159280
FILLED,2016-03-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,50.5095,51.0,44.0,56.0,10.0553,74425
FILLED,2016-03-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,56.0644,56.0,52.0,61.0,7.4624,9746
FILLED,2016-03-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,,,,,0
FILLED,2016-03-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,,,,,0
FILLED,2016-03-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,61.4901,62.0,57.0,65.0,6.3106,5982
FILLED,2016-03-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,51.2227,52.0,45.0,57.0,7.5041,2353
FILLED,2016-03-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,62.7701,63.0,57.0,66.0,6.2927,1605
FILLED,2016-03-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,57.1469,49.0,24.0,90.0,37.4102,136108
FILLED,2016-03-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,49.0254,50.0,44.0,56.0,10.4899,48489
FILLED,2016-03-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,78.132,78.0,74.0,84.0,6.4924,538
FILLED,2016-03-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,,,,,0
FILLED,2016-03-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,69.4567,70.0,59.0,81.0,15.4899,7870
FILLED,2016-03-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,,,,,0
FILLED,2016-03-01,5-054,5-054,ASH VALLEY,ASH VALLEY,49.5668,48.0,40.0,59.0,13.7126,12106
FILLED,2016-03-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,,,,,0
