MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2022-03-01,California Islands,0,72.8522,76,62,83,13.9229,115
FILLED,2022-03-01,Central Coast,3,52.8885,52,40,66,19.2336,2731126
FILLED,2022-03-01,Colorado River,10,96.0688,105,61,134,44.0631,2621250
FILLED,2022-03-01,North Coast,1,46.8802,49,33,61,19.7018,1907809
FILLED,2022-03-01,North Lahontan,8,40.2181,39,31,49,13.2486,763211
FILLED,2022-03-01,Sacramento River,5,60.2234,60,41,79,24.1759,9997270
FILLED,2022-03-01,San Francisco Bay,2,60.8122,59,46,77,19.3099,596995
FILLED,2022-03-01,San Joaquin River,6,66.3607,69,46,87,24.8541,9311817
FILLED,2022-03-01,South Coast,4,68.4554,70,53,84,22.2656,941855
FILLED,2022-03-01,South Lahontan,9,43.9148,38,24,58,27.3008,335871
FILLED,2022-03-01,Tulare Lake,7,60.791,57,38,85,28.0118,14214085
