MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2011-02-01,California Islands,0,47.8957,48,45,52,5.1167,115
FILLED,2011-02-01,Central Coast,3,30.647,31,23,38,11.3091,2731126
FILLED,2011-02-01,Colorado River,10,49.1741,50,26,72,25.4937,2621250
FILLED,2011-02-01,North Coast,1,27.4383,27,19,36,10.4493,1907809
FILLED,2011-02-01,North Lahontan,8,18.176,18,13,23,7.3974,763211
FILLED,2011-02-01,Sacramento River,5,35.8511,36,29,43,10.8305,9997270
FILLED,2011-02-01,San Francisco Bay,2,33.7086,35,29,39,7.7282,596995
FILLED,2011-02-01,San Joaquin River,6,37.2553,38,32,44,9.3062,9311817
FILLED,2011-02-01,South Coast,4,42.9274,44,36,51,11.1292,941855
FILLED,2011-02-01,South Lahontan,9,26.6625,24,16,36,14.3226,335871
FILLED,2011-02-01,Tulare Lake,7,36.6468,37,26,48,13.5299,14214085
