MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2012-08-01,California Islands,0,52.3217,55.0,36.0,67.0,20.1997,115
FILLED,2012-08-01,Central Coast,3,68.9939,69.0,33.0,100.0,42.8535,2731126
FILLED,2012-08-01,Colorado River,10,108.5594,104.5056,52.5086,162.0,62.2622,2621250
FILLED,2012-08-01,North Coast,1,96.417,100.0,56.0,138.0,49.2092,1907809
FILLED,2012-08-01,North Lahontan,8,78.4486,76.0,29.0,125.0,52.8847,763211
FILLED,2012-08-01,Sacramento River,5,119.2369,133.0,63.0,178.0,63.7174,9997270
FILLED,2012-08-01,San Francisco Bay,2,55.589,53.0,31.0,77.0,32.003,596995
FILLED,2012-08-01,San Joaquin River,6,128.3331,144.0,88.0,177.0,60.2476,9311817
FILLED,2012-08-01,South Coast,4,89.3147,92.0,53.0,125.0,44.145,941855
FILLED,2012-08-01,South Lahontan,9,89.7203,89.0,17.0,150.0,71.0881,335871
FILLED,2012-08-01,Tulare Lake,7,118.776,132.5048,50.4946,178.5005,68.7565,14214085
