MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2006-06-01,California Islands,0,109.8957,110.0,99.0,125.0,15.6274,115
FILLED,2006-06-01,Central Coast,3,85.097,87.0,60.0,110.0,35.3485,2731126
FILLED,2006-06-01,Colorado River,10,127.1484,148.5053,56.0,184.4966,69.8073,2621250
FILLED,2006-06-01,North Coast,1,116.0037,122.0,85.0,148.0,42.9014,1907809
FILLED,2006-06-01,North Lahontan,8,113.5174,123.0,87.0,147.0,43.3335,763211
FILLED,2006-06-01,Sacramento River,5,125.5841,135.0,83.0,170.0,51.8745,9997270
FILLED,2006-06-01,San Francisco Bay,2,84.4651,83.0,64.0,103.0,29.5424,596995
FILLED,2006-06-01,San Joaquin River,6,112.7824,116.4981,64.4944,158.4995,54.6405,9311817
FILLED,2006-06-01,South Coast,4,95.2631,99.0,64.0,127.0,41.8385,941855
FILLED,2006-06-01,South Lahontan,9,101.917,115.0,30.0,161.0,68.3441,335871
FILLED,2006-06-01,Tulare Lake,7,114.8932,118.5031,66.4974,160.4992,56.8684,14214085
