MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2017-07-01,California Islands,0,76.5913,78.0,67.0,86.0,11.7798,115
FILLED,2017-07-01,Central Coast,3,86.9595,89.0,56.0,116.0,41.2377,2731126
FILLED,2017-07-01,Colorado River,10,111.6242,110.501,48.4936,171.0,68.0023,2621250
FILLED,2017-07-01,North Coast,1,122.3762,127.0,83.0,165.0,50.974,1907809
FILLED,2017-07-01,North Lahontan,8,131.8226,147.0,95.0,174.0,53.9598,763211
FILLED,2017-07-01,Sacramento River,5,142.3077,156.5019,84.5005,200.5012,66.4133,9997270
FILLED,2017-07-01,San Francisco Bay,2,76.252,76.0,52.0,99.0,31.6734,596995
FILLED,2017-07-01,San Joaquin River,6,148.1799,162.5015,104.5004,198.4969,62.6282,9311817
FILLED,2017-07-01,South Coast,4,100.0159,103.0,65.0,135.0,44.9427,941855
FILLED,2017-07-01,South Lahontan,9,112.8545,131.0,32.0,175.0,74.198,335871
FILLED,2017-07-01,Tulare Lake,7,135.323,148.5045,66.4985,198.4988,72.1617,14214085
