Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
SSEBOP,2014-04-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,41.35281,37173
SSEBOP,2014-04-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,6.128736,179189
SSEBOP,2014-04-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,78.480913,110099
SSEBOP,2014-04-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,65.849452,29366
SSEBOP,2014-04-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,39.462113,513210
SSEBOP,2014-04-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,33.778492,305817
SSEBOP,2014-04-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,82.758799,30572
SSEBOP,2014-04-01,7-016,7-016,AMES VALLEY,AMES VALLEY,5.232102,487562
SSEBOP,2014-04-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,1.010976,584286
SSEBOP,2014-04-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,84.483144,22366
SSEBOP,2014-04-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,93.498843,38900
SSEBOP,2014-04-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,94.064087,9175
SSEBOP,2014-04-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,18.116865,4542235
SSEBOP,2014-04-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,45.306337,89741
SSEBOP,2014-04-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,86.142897,3590
SSEBOP,2014-04-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,49.098755,3534
SSEBOP,2014-04-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,66.634195,17646
SSEBOP,2014-04-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,1.028233,1152313
SSEBOP,2014-04-01,5-054,5-054,ASH VALLEY,ASH VALLEY,43.549028,27015
SSEBOP,2014-04-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,13.100784,124166
SSEBOP,2014-04-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,66.508463,8980
SSEBOP,2014-04-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,63.965207,3334
SSEBOP,2014-04-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,61.079083,85948
SSEBOP,2014-04-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,75.633459,40934
SSEBOP,2014-04-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,111.709417,6191
SSEBOP,2014-04-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,1.307384,175679
SSEBOP,2014-04-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,5.216574,402232
SSEBOP,2014-04-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,106.123524,57762
SSEBOP,2014-04-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,70.672312,61934
SSEBOP,2014-04-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,108.268267,7582
SSEBOP,2014-04-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,12.879199,32897
SSEBOP,2014-04-01,5-015,5-015,BIG VALLEY,BIG VALLEY,71.939159,108957
SSEBOP,2014-04-01,5-004,5-004,BIG VALLEY,BIG VALLEY,53.519226,413987
SSEBOP,2014-04-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,42.828229,144867
SSEBOP,2014-04-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,7.526087,138327
SSEBOP,2014-04-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,90.536922,9994
SSEBOP,2014-04-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,54.037305,10106
SSEBOP,2014-04-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,7.271106,282155
SSEBOP,2014-04-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,0.376404,405078
SSEBOP,2014-04-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,107.454765,6201
SSEBOP,2014-04-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,37.725214,36119
SSEBOP,2014-04-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,32.348845,146102
SSEBOP,2014-04-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,1.097784,2234028
SSEBOP,2014-04-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,74.189905,14244
SSEBOP,2014-04-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,0.982101,413087
SSEBOP,2014-04-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,4.026087,97673
SSEBOP,2014-04-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,12.916559,31076
SSEBOP,2014-04-01,6-101,6-101,BULL FLAT,BULL FLAT,21.36968,78457
SSEBOP,2014-04-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,67.550052,10579
SSEBOP,2014-04-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,71.728644,12924
SSEBOP,2014-04-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,38.87661,14515
SSEBOP,2014-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,28.32946,358135
SSEBOP,2014-04-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,14.937748,39581
SSEBOP,2014-04-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,12.21701,31593
SSEBOP,2014-04-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,0.826612,1213316
SSEBOP,2014-04-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,6.71443,35753
SSEBOP,2014-04-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,49.93538,81848
SSEBOP,2014-04-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,7.933954,261304
SSEBOP,2014-04-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,3.014704,340869
SSEBOP,2014-04-01,6-061,6-061,CAMEO AREA,CAMEO AREA,3.43638,41842
SSEBOP,2014-04-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,34.969249,15902
SSEBOP,2014-04-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,7.514973,24310
SSEBOP,2014-04-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,73.344399,18978
SSEBOP,2014-04-01,3-018,3-018,CARPINTERIA,CARPINTERIA,83.03632,33893
