MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2022-01-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,7.4716,7.0,5.0,9.0,3.5033,668
EEMETRIC,2022-01-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,,,,,0
EEMETRIC,2022-01-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,9.6165,7.0,4.0,13.0,8.469,39743
EEMETRIC,2022-01-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,4.9992,2.0,0.0,6.0,7.6219,9276
EEMETRIC,2022-01-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,19.7978,20.0,14.0,25.0,8.423,159793
EEMETRIC,2022-01-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,24.4563,25.0,20.0,29.0,6.745,74425
EEMETRIC,2022-01-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,28.5652,29.0,24.0,34.0,7.8792,9653
EEMETRIC,2022-01-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,,,,,0
EEMETRIC,2022-01-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,,,,,0
EEMETRIC,2022-01-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,19.9751,17.0,9.0,30.0,13.2564,5982
EEMETRIC,2022-01-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,6.4543,4.0,1.0,9.0,7.9572,2353
EEMETRIC,2022-01-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,21.3234,22.0,18.0,25.0,5.1583,1605
EEMETRIC,2022-01-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,17.1799,13.0,7.0,24.0,14.1733,137883
EEMETRIC,2022-01-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,34.6134,35.0,26.0,43.0,12.4958,48489
EEMETRIC,2022-01-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,39.5762,40.0,34.0,45.0,8.9373,538
EEMETRIC,2022-01-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,,,,,0
EEMETRIC,2022-01-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,30.8962,31.0,17.0,44.0,17.0217,7870
EEMETRIC,2022-01-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,,,,,0
EEMETRIC,2022-01-01,5-054,5-054,ASH VALLEY,ASH VALLEY,15.7321,12.0,7.0,25.0,10.3377,12106
EEMETRIC,2022-01-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,,,,,0
EEMETRIC,2022-01-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,33.9084,33.0,28.0,40.0,10.7811,1877
EEMETRIC,2022-01-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,36.9758,35.0,26.0,46.0,14.6213,620
EEMETRIC,2022-01-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,,,,,,0
