MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2017-12-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,14.5254,14.0,12.0,15.0,4.3672,668
PTJPL,2017-12-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,,,,,0
PTJPL,2017-12-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,40.0556,41.0,37.0,43.0,4.6768,39743
PTJPL,2017-12-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,38.9805,40.0,36.0,42.0,5.0088,9490
PTJPL,2017-12-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,21.5397,22.0,20.0,23.0,2.6908,159268
PTJPL,2017-12-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,21.7015,22.0,20.0,23.0,2.2957,73936
PTJPL,2017-12-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,21.0776,21.0,19.0,23.0,3.3698,9746
PTJPL,2017-12-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,,,,,0
PTJPL,2017-12-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,,,,,0
PTJPL,2017-12-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,33.5701,34.0,31.0,36.0,3.6544,5966
PTJPL,2017-12-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,32.9023,33.0,31.0,35.0,2.9241,2353
PTJPL,2017-12-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,15.8255,15.0,14.0,17.0,2.5722,1605
PTJPL,2017-12-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,26.6466,22.0,16.0,36.0,14.5129,136108
PTJPL,2017-12-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,26.14,26.0,23.0,29.0,4.807,48489
PTJPL,2017-12-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,34.9033,35.0,33.0,36.0,2.3221,538
PTJPL,2017-12-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,,,,,0
PTJPL,2017-12-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,35.5809,39.0,24.0,46.0,12.3406,7870
PTJPL,2017-12-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,,,,,0
PTJPL,2017-12-01,5-054,5-054,ASH VALLEY,ASH VALLEY,20.0872,19.0,18.0,21.0,3.0258,1307
PTJPL,2017-12-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,,,,,0
PTJPL,2017-12-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,19.8839,18.0,15.0,25.0,6.2274,1877
PTJPL,2017-12-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,,,,,,0
PTJPL,2017-12-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,,,,,,0
PTJPL,2017-12-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,31.3569,31.0,30.0,33.0,1.6444,510
PTJPL,2017-12-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,,,,,0
PTJPL,2017-12-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,,,,,0
PTJPL,2017-12-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,,,,,0
PTJPL,2017-12-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,34.2308,34.0,34.0,35.0,0.7325,39
PTJPL,2017-12-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,,,,,0
PTJPL,2017-12-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,,,,,0
PTJPL,2017-12-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,15.0643,15.0,14.0,16.0,1.8003,918
PTJPL,2017-12-01,5-015,5-015,BIG VALLEY,BIG VALLEY,34.2963,35.0,29.0,39.0,6.8918,41037
PTJPL,2017-12-01,5-004,5-004,BIG VALLEY,BIG VALLEY,20.9155,21.0,19.0,22.0,2.3475,162852
PTJPL,2017-12-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,14.096,14.0,12.0,15.0,3.1115,7575
PTJPL,2017-12-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,,,,,0
PTJPL,2017-12-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,21.2611,20.0,19.0,23.0,3.5947,1130
PTJPL,2017-12-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,,,,,,0
PTJPL,2017-12-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,34.6938,43.0,12.0,55.0,21.0836,16206
PTJPL,2017-12-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,16.4167,15.5,13.5,20.5,4.609,12
PTJPL,2017-12-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,,,,,0
PTJPL,2017-12-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,15.8503,17.0,16.0,17.0,2.1242,187
PTJPL,2017-12-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,22.5814,23.0,21.0,24.0,2.6423,74902
PTJPL,2017-12-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,6.8748,2.0,2.0,10.0,9.4792,7963
PTJPL,2017-12-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,12.435,12.0,10.0,14.0,2.606,1324
PTJPL,2017-12-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,,,,,0
PTJPL,2017-12-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,,,,,0
PTJPL,2017-12-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,,,,,0
PTJPL,2017-12-01,6-101,6-101,BULL FLAT,BULL FLAT,14.9583,15.0,15.0,15.0,0.5385,48
PTJPL,2017-12-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,26.2249,27.0,25.0,28.0,3.021,6852
PTJPL,2017-12-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,29.3858,29.0,23.0,36.0,6.5935,1734
PTJPL,2017-12-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,,,,,0
PTJPL,2017-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,20.5644,20.0,19.0,22.0,1.954,46752
PTJPL,2017-12-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,,,,,0
PTJPL,2017-12-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,,,,,0
PTJPL,2017-12-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,,,,,0
PTJPL,2017-12-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,,,,,0
PTJPL,2017-12-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,12.5861,12.0,10.0,15.0,3.7867,6250
PTJPL,2017-12-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,,,,,0
PTJPL,2017-12-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,,,,,0
PTJPL,2017-12-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,,,,,0
PTJPL,2017-12-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,18.2857,14.5,11.0,26.0,8.7812,126
PTJPL,2017-12-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,,,,,0
PTJPL,2017-12-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,37.9051,37.0,36.0,39.0,3.1033,527
PTJPL,2017-12-01,3-018,3-018,CARPINTERIA,CARPINTERIA,27.0304,26.0,19.0,34.0,10.1537,13102
