MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2011-07-01,California Islands,0,29.8957,31.0,24.0,38.0,10.8879,115
SSEBOP,2011-07-01,Central Coast,3,60.7277,60.0,28.0,88.0,40.5641,2729337
SSEBOP,2011-07-01,Colorado River,10,104.3409,100.4988,16.4893,174.4968,84.5762,2621250
SSEBOP,2011-07-01,North Coast,1,113.7284,119.0,79.0,152.0,49.0219,1900476
SSEBOP,2011-07-01,North Lahontan,8,117.3958,130.0,77.0,161.0,55.4396,763211
SSEBOP,2011-07-01,Sacramento River,5,136.5615,148.0,93.0,189.0,62.1129,9997270
SSEBOP,2011-07-01,San Francisco Bay,2,72.0905,73.0,45.0,97.0,35.8186,592212
SSEBOP,2011-07-01,San Joaquin River,6,129.3034,140.4998,86.503,177.0,64.3761,9311816
SSEBOP,2011-07-01,South Coast,4,70.1621,70.0,32.0,102.0,46.6738,941328
SSEBOP,2011-07-01,South Lahontan,9,111.8382,127.0,17.0,182.0,85.6489,335871
SSEBOP,2011-07-01,Tulare Lake,7,118.3251,132.5022,50.4997,180.4972,74.7831,14214085
