MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2007-02-01,California Islands,0,20.7913,20,16,25,6.2241,115
SSEBOP,2007-02-01,Central Coast,3,23.09,22,13,32,13.0382,2730245
SSEBOP,2007-02-01,Colorado River,10,48.818,48,8,84,38.8234,2621250
SSEBOP,2007-02-01,North Coast,1,20.1015,21,7,31,14.0091,1835106
SSEBOP,2007-02-01,North Lahontan,8,7.1199,4,1,10,8.648,746532
SSEBOP,2007-02-01,Sacramento River,5,31.2749,31,20,42,15.7057,9964087
SSEBOP,2007-02-01,San Francisco Bay,2,30.9619,32,25,38,9.4953,596879
SSEBOP,2007-02-01,San Joaquin River,6,26.1716,27,17,34,12.2317,9311460
SSEBOP,2007-02-01,South Coast,4,32.6193,35,14,49,21.015,941842
SSEBOP,2007-02-01,South Lahontan,9,12.9987,7,1,19,16.2853,335300
SSEBOP,2007-02-01,Tulare Lake,7,20.4475,18,8,30,14.9047,14213116
