MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2014-04-01,California Islands,0,49.6609,52.0,44.0,57.0,9.1764,115
SSEBOP,2014-04-01,Central Coast,3,63.2692,64.0,38.0,86.0,33.8664,2731050
SSEBOP,2014-04-01,Colorado River,10,105.4378,124.5018,36.4981,162.5008,68.5971,2621250
SSEBOP,2014-04-01,North Coast,1,66.7065,70.0,41.0,94.0,34.1359,1907673
SSEBOP,2014-04-01,North Lahontan,8,49.3593,47.0,21.0,74.0,32.2972,763206
SSEBOP,2014-04-01,Sacramento River,5,73.8459,76.0,37.0,108.0,41.3081,9997232
SSEBOP,2014-04-01,San Francisco Bay,2,81.8656,82.0,63.0,103.0,27.9054,596946
SSEBOP,2014-04-01,San Joaquin River,6,83.3786,89.0,43.0,122.0,46.7993,9311784
SSEBOP,2014-04-01,South Coast,4,74.1439,77.0,39.0,106.0,43.7842,941855
SSEBOP,2014-04-01,South Lahontan,9,79.0292,70.0,19.0,129.0,64.0605,335871
SSEBOP,2014-04-01,Tulare Lake,7,61.4938,52.0,8.0,109.0,53.8964,14214031
