MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2018-02-01,California Islands,0,9.9217,7,2,16,9.9932,115
SSEBOP,2018-02-01,Central Coast,3,32.2318,31,16,46,19.9848,2731118
SSEBOP,2018-02-01,Colorado River,10,44.6234,47,14,71,31.1753,2621250
SSEBOP,2018-02-01,North Coast,1,29.2469,30,11,46,19.5981,1707021
SSEBOP,2018-02-01,North Lahontan,8,14.7833,11,4,22,13.139,752026
SSEBOP,2018-02-01,Sacramento River,5,36.731,37,19,53,21.866,9953570
SSEBOP,2018-02-01,San Francisco Bay,2,43.5145,45,37,52,12.776,596978
SSEBOP,2018-02-01,San Joaquin River,6,38.0312,38,26,50,18.7012,9311542
SSEBOP,2018-02-01,South Coast,4,42.8067,44,23,62,24.2943,941846
SSEBOP,2018-02-01,South Lahontan,9,23.5504,17,5,36,22.6535,333418
SSEBOP,2018-02-01,Tulare Lake,7,28.654,24,9,45,22.9314,14213687
