MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2007-11-01,California Islands,0,8.025,7,1.5,14,7.218,80
SSEBOP,2007-11-01,Central Coast,3,22.916,20,9.0,34,17.5449,2530088
SSEBOP,2007-11-01,Colorado River,10,46.9633,47,24.0,68,26.8149,2620049
SSEBOP,2007-11-01,North Coast,1,23.0654,23,16.0,30,10.7119,1491373
SSEBOP,2007-11-01,North Lahontan,8,13.2178,12,6.0,18,8.9656,699856
SSEBOP,2007-11-01,Sacramento River,5,30.5273,28,14.0,44,19.9511,9652471
SSEBOP,2007-11-01,San Francisco Bay,2,25.025,26,17.0,33,11.2777,574017
SSEBOP,2007-11-01,San Joaquin River,6,22.7643,23,9.0,35,15.0933,8386133
SSEBOP,2007-11-01,South Coast,4,31.4055,34,8.0,50,22.5532,935940
SSEBOP,2007-11-01,South Lahontan,9,23.0667,16,3.0,37,23.2663,332476
SSEBOP,2007-11-01,Tulare Lake,7,20.588,19,4.0,33,16.7255,11796477
