MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2003-11-01,California Islands,0,11.0087,10,5,17,6.756,115
SSEBOP,2003-11-01,Central Coast,3,20.7594,19,11,29,13.3657,2713587
SSEBOP,2003-11-01,Colorado River,10,33.7143,34,16,50,21.5614,2621250
SSEBOP,2003-11-01,North Coast,1,15.5091,15,9,20,9.1587,1892468
SSEBOP,2003-11-01,North Lahontan,8,10.41,10,4,16,7.4227,692729
SSEBOP,2003-11-01,Sacramento River,5,18.9674,17,9,27,12.3386,9419607
SSEBOP,2003-11-01,San Francisco Bay,2,16.532,17,11,22,7.977,577190
SSEBOP,2003-11-01,San Joaquin River,6,19.8072,20,11,28,11.4665,9141265
SSEBOP,2003-11-01,South Coast,4,35.3506,37,20,50,19.1952,941851
SSEBOP,2003-11-01,South Lahontan,9,16.4075,12,5,24,14.91,335574
SSEBOP,2003-11-01,Tulare Lake,7,16.9056,15,5,28,13.5366,14089690
