MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2009-11-01,California Islands,0,27.5826,28,23,34,7.5331,115
GEESEBAL,2009-11-01,Central Coast,3,15.8629,16,10,21,8.2314,2728897
GEESEBAL,2009-11-01,Colorado River,10,35.8482,37,24,48,15.286,2621161
GEESEBAL,2009-11-01,North Coast,1,10.962,10,5,16,7.5518,1890545
GEESEBAL,2009-11-01,North Lahontan,8,10.5105,10,6,14,5.8359,763171
GEESEBAL,2009-11-01,Sacramento River,5,12.2339,12,6,17,7.4037,9995314
GEESEBAL,2009-11-01,San Francisco Bay,2,11.1246,11,5,16,6.8611,596291
GEESEBAL,2009-11-01,San Joaquin River,6,21.1382,21,14,29,9.8123,9310084
GEESEBAL,2009-11-01,South Coast,4,25.8948,28,14,37,14.0846,939416
GEESEBAL,2009-11-01,South Lahontan,9,17.3651,15,7,25,12.4158,335871
GEESEBAL,2009-11-01,Tulare Lake,7,30.0914,31,22,39,11.0931,14204682
