MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2019-09-01,California Islands,0,69.8261,65,54,86,25.2797,115
GEESEBAL,2019-09-01,Central Coast,3,51.2941,48,21,78,34.5631,2730316
GEESEBAL,2019-09-01,Colorado River,10,86.8107,89,52,123,44.4362,2621250
GEESEBAL,2019-09-01,North Coast,1,48.0228,49,21,73,29.1463,1847012
GEESEBAL,2019-09-01,North Lahontan,8,53.289,53,30,76,28.6246,763211
GEESEBAL,2019-09-01,Sacramento River,5,68.0607,72,38,98,35.3321,9997268
GEESEBAL,2019-09-01,San Francisco Bay,2,29.4462,25,8,47,24.0163,596994
GEESEBAL,2019-09-01,San Joaquin River,6,84.1869,93,59,113,35.8785,9311796
GEESEBAL,2019-09-01,South Coast,4,84.9607,93,63,111,34.6782,941518
GEESEBAL,2019-09-01,South Lahontan,9,51.4065,47,8,89,43.1197,335871
GEESEBAL,2019-09-01,Tulare Lake,7,77.9159,87,35,117,44.3853,14208883
