MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2004-05-01,California Islands,0,91.4609,93,66,113,32.2291,115
GEESEBAL,2004-05-01,Central Coast,3,88.276,91,46,129,50.5863,2730493
GEESEBAL,2004-05-01,Colorado River,10,132.8139,149,86,184,63.2304,2621250
GEESEBAL,2004-05-01,North Coast,1,96.1635,107,49,147,55.4744,1907326
GEESEBAL,2004-05-01,North Lahontan,8,83.2101,88,41,125,49.2402,763211
GEESEBAL,2004-05-01,Sacramento River,5,85.7834,84,38,128,55.1929,9995288
GEESEBAL,2004-05-01,San Francisco Bay,2,47.0921,38,18,67,37.0203,595863
GEESEBAL,2004-05-01,San Joaquin River,6,92.3652,87,42,142,57.5943,9311766
GEESEBAL,2004-05-01,South Coast,4,116.5841,131,81,157,51.1523,941745
GEESEBAL,2004-05-01,South Lahontan,9,69.8111,56,25,110,55.1456,335871
GEESEBAL,2004-05-01,Tulare Lake,7,101.3597,98,49,156,62.1563,14214030
