MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2022-01-01,California Islands,0,27.2435,28,23,33,7.4514,115
GEESEBAL,2022-01-01,Central Coast,3,18.3465,18,12,24,8.3677,2727760
GEESEBAL,2022-01-01,Colorado River,10,42.3364,44,34,52,12.74,2621242
GEESEBAL,2022-01-01,North Coast,1,13.5681,15,7,19,7.4492,1901447
GEESEBAL,2022-01-01,North Lahontan,8,10.8657,9,4,16,7.7948,564424
GEESEBAL,2022-01-01,Sacramento River,5,20.9276,22,13,29,10.1511,9685651
GEESEBAL,2022-01-01,San Francisco Bay,2,15.589,16,9,22,8.3798,596285
GEESEBAL,2022-01-01,San Joaquin River,6,22.4555,23,18,28,7.2777,9297396
GEESEBAL,2022-01-01,South Coast,4,32.6487,34,26,40,11.6206,938520
GEESEBAL,2022-01-01,South Lahontan,9,14.4711,14,8,21,8.6175,305497
GEESEBAL,2022-01-01,Tulare Lake,7,28.134,28,22,35,9.5626,13093858
