MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2019-10-01,California Islands,0,28.2609,24,20,33,10.3168,115
GEESEBAL,2019-10-01,Central Coast,3,29.8263,26,13,44,20.1407,2730561
GEESEBAL,2019-10-01,Colorado River,10,45.7577,46,18,70,30.859,2621250
GEESEBAL,2019-10-01,North Coast,1,25.0153,24,12,36,15.5787,1907191
GEESEBAL,2019-10-01,North Lahontan,8,28.9635,30,16,42,16.7553,763210
GEESEBAL,2019-10-01,Sacramento River,5,37.8119,38,22,53,19.4549,9997188
GEESEBAL,2019-10-01,San Francisco Bay,2,15.3309,12,4,23,13.6305,596457
GEESEBAL,2019-10-01,San Joaquin River,6,42.5064,45,27,58,19.6454,9311781
GEESEBAL,2019-10-01,South Coast,4,36.5315,36,17,54,22.8676,941749
GEESEBAL,2019-10-01,South Lahontan,9,23.4964,15,6,37,22.5717,335871
GEESEBAL,2019-10-01,Tulare Lake,7,48.632,51,21,74,28.7585,14201810
