Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
SIMS,2023-02-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,49.550633,474
SIMS,2023-02-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
SIMS,2023-02-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,38.004214,39630
SIMS,2023-02-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,38.907021,9486
SIMS,2023-02-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,24.229476,158291
SIMS,2023-02-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,22.87492,60937
SIMS,2023-02-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,35.356761,9732
SIMS,2023-02-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
SIMS,2023-02-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
SIMS,2023-02-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,44.161514,5919
SIMS,2023-02-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,40.736278,2332
SIMS,2023-02-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,51.16324,1605
SIMS,2023-02-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,36.743754,136880
SIMS,2023-02-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,44.464789,71
SIMS,2023-02-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,60.433086,538
SIMS,2023-02-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
SIMS,2023-02-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,57.152372,7777
SIMS,2023-02-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
SIMS,2023-02-01,5-054,5-054,ASH VALLEY,ASH VALLEY,23.747395,9596
SIMS,2023-02-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
SIMS,2023-02-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,46.867342,1877
SIMS,2023-02-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,54.856444,613
SIMS,2023-02-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,35.0,1
SIMS,2023-02-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,29.780392,510
SIMS,2023-02-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
SIMS,2023-02-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
SIMS,2023-02-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
SIMS,2023-02-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,35.388889,18
SIMS,2023-02-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
SIMS,2023-02-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
SIMS,2023-02-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,34.101307,918
SIMS,2023-02-01,5-015,5-015,BIG VALLEY,BIG VALLEY,41.331003,40909
SIMS,2023-02-01,5-004,5-004,BIG VALLEY,BIG VALLEY,31.45929,162037
SIMS,2023-02-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,47.961046,7573
SIMS,2023-02-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
SIMS,2023-02-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,48.075288,1129
SIMS,2023-02-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,45.266234,154
SIMS,2023-02-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,40.013138,17354
SIMS,2023-02-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,39.083333,12
SIMS,2023-02-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
SIMS,2023-02-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,29.882729,1876
SIMS,2023-02-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,,0
SIMS,2023-02-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,61.861283,7937
SIMS,2023-02-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,31.696375,1324
SIMS,2023-02-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
SIMS,2023-02-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
SIMS,2023-02-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
SIMS,2023-02-01,6-101,6-101,BULL FLAT,BULL FLAT,19.229167,48
SIMS,2023-02-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,31.175362,6843
SIMS,2023-02-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,43.013945,1721
