Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
SIMS,2003-10-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,9.604348,230
SIMS,2003-10-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
SIMS,2003-10-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,33.043313,37356
SIMS,2003-10-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,34.483238,9068
SIMS,2003-10-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,42.096135,147813
SIMS,2003-10-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,30.188095,66796
SIMS,2003-10-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,52.730106,9048
SIMS,2003-10-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
SIMS,2003-10-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
SIMS,2003-10-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,38.146856,4930
SIMS,2003-10-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,26.23263,1943
SIMS,2003-10-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,15.421415,1597
SIMS,2003-10-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,41.138628,98140
SIMS,2003-10-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,65.933105,40496
SIMS,2003-10-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,63.423301,515
SIMS,2003-10-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
SIMS,2003-10-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,55.548341,5544
SIMS,2003-10-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
SIMS,2003-10-01,5-054,5-054,ASH VALLEY,ASH VALLEY,17.941554,5766
SIMS,2003-10-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
SIMS,2003-10-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,33.438386,1834
SIMS,2003-10-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,58.111111,18
SIMS,2003-10-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,107.293651,126
SIMS,2003-10-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,28.084314,510
SIMS,2003-10-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
SIMS,2003-10-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
SIMS,2003-10-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
SIMS,2003-10-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,74.96,25
SIMS,2003-10-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
SIMS,2003-10-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
SIMS,2003-10-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,6.321547,905
SIMS,2003-10-01,5-015,5-015,BIG VALLEY,BIG VALLEY,41.278579,30013
SIMS,2003-10-01,5-004,5-004,BIG VALLEY,BIG VALLEY,28.027235,153553
SIMS,2003-10-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,19.046827,7517
SIMS,2003-10-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
SIMS,2003-10-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,8.93107,972
SIMS,2003-10-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,,0
SIMS,2003-10-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,73.427132,10224
SIMS,2003-10-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,68.0,2
SIMS,2003-10-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
SIMS,2003-10-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,34.318318,2664
SIMS,2003-10-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,44.16031,59647
SIMS,2003-10-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,125.714286,7
SIMS,2003-10-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,24.67128,867
SIMS,2003-10-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
SIMS,2003-10-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
SIMS,2003-10-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
SIMS,2003-10-01,6-101,6-101,BULL FLAT,BULL FLAT,15.727273,11
SIMS,2003-10-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,26.573323,6260
SIMS,2003-10-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,28.705329,1276
SIMS,2003-10-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
SIMS,2003-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,33.226604,147438
SIMS,2003-10-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
SIMS,2003-10-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
SIMS,2003-10-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
SIMS,2003-10-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
SIMS,2003-10-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,23.179557,5870
SIMS,2003-10-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
SIMS,2003-10-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
SIMS,2003-10-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
SIMS,2003-10-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,14.713043,115
SIMS,2003-10-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
SIMS,2003-10-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,72.381418,818
SIMS,2003-10-01,3-018,3-018,CARPINTERIA,CARPINTERIA,64.42456,5342
SIMS,2003-10-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,10.702861,22158
SIMS,2003-10-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,66.541251,8412
SIMS,2003-10-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,25.098259,804
SIMS,2003-10-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
SIMS,2003-10-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
SIMS,2003-10-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,65.133806,1973
SIMS,2003-10-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
SIMS,2003-10-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
SIMS,2003-10-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,,0
SIMS,2003-10-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,21.169542,17329
SIMS,2003-10-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,27.978937,997
SIMS,2003-10-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,2.813492,504
SIMS,2003-10-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,55.023284,816
SIMS,2003-10-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,81.373684,190
SIMS,2003-10-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,34.605327,826
SIMS,2003-10-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,21.637138,1174
SIMS,2003-10-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,66.048957,1103
SIMS,2003-10-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,56.865705,229189
SIMS,2003-10-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,76.0,10
SIMS,2003-10-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,82.232143,56
SIMS,2003-10-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,70.995434,219
