Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
DISALEXI,2024-12-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,7.33874,37173
DISALEXI,2024-12-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,6.745481,176199
DISALEXI,2024-12-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,21.269008,110008
DISALEXI,2024-12-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,23.545151,29324
DISALEXI,2024-12-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,13.222923,506655
DISALEXI,2024-12-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,14.08085,302744
DISALEXI,2024-12-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,16.289135,30567
DISALEXI,2024-12-01,7-016,7-016,AMES VALLEY,AMES VALLEY,2.092061,487558
DISALEXI,2024-12-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,4.081781,584244
DISALEXI,2024-12-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,28.438877,22332
DISALEXI,2024-12-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,18.075599,38876
DISALEXI,2024-12-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,10.205123,9175
DISALEXI,2024-12-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,4.900155,4537563
DISALEXI,2024-12-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,10.457316,89741
DISALEXI,2024-12-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,18.906346,2915
DISALEXI,2024-12-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,14.194595,1295
DISALEXI,2024-12-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,12.839907,17646
DISALEXI,2024-12-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,3.290941,1152287
DISALEXI,2024-12-01,5-054,5-054,ASH VALLEY,ASH VALLEY,11.686065,27012
