Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
DISALEXI,2005-10-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,32.315336,37173
DISALEXI,2005-10-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,2.952337,179110
DISALEXI,2005-10-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,43.561673,110089
DISALEXI,2005-10-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,40.578967,29354
DISALEXI,2005-10-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,23.940804,486216
DISALEXI,2005-10-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,19.671648,300412
DISALEXI,2005-10-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,28.917324,30565
DISALEXI,2005-10-01,7-016,7-016,AMES VALLEY,AMES VALLEY,11.799455,487562
DISALEXI,2005-10-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,10.185825,584277
DISALEXI,2005-10-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,48.923686,22355
DISALEXI,2005-10-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,43.883262,38899
DISALEXI,2005-10-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,3.176458,9175
DISALEXI,2005-10-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,23.374572,4540698
DISALEXI,2005-10-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,22.902575,89741
DISALEXI,2005-10-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,62.009605,2915
DISALEXI,2005-10-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,40.396911,1295
DISALEXI,2005-10-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,44.224527,17646
DISALEXI,2005-10-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,10.143163,1152215
DISALEXI,2005-10-01,5-054,5-054,ASH VALLEY,ASH VALLEY,17.979267,25804
DISALEXI,2005-10-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,10.107107,124166
DISALEXI,2005-10-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,52.657542,8731
DISALEXI,2005-10-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,65.612478,3334
DISALEXI,2005-10-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,47.598442,74582
DISALEXI,2005-10-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,7.105072,40934
DISALEXI,2005-10-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,3.375232,5378
DISALEXI,2005-10-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,10.596224,175679
DISALEXI,2005-10-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,11.694855,402232
DISALEXI,2005-10-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,88.183747,23516
DISALEXI,2005-10-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,41.024981,63289
DISALEXI,2005-10-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,84.066484,6919
DISALEXI,2005-10-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,9.291151,32897
DISALEXI,2005-10-01,5-015,5-015,BIG VALLEY,BIG VALLEY,37.663521,105427
DISALEXI,2005-10-01,5-004,5-004,BIG VALLEY,BIG VALLEY,22.05874,406149
DISALEXI,2005-10-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,13.43172,144867
DISALEXI,2005-10-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,3.294071,138327
DISALEXI,2005-10-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,3.596758,9994
DISALEXI,2005-10-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,55.134259,1512
DISALEXI,2005-10-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,9.928972,282155
DISALEXI,2005-10-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,4.486403,405078
DISALEXI,2005-10-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,65.374294,6201
DISALEXI,2005-10-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,25.407348,36119
DISALEXI,2005-10-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,17.996962,142877
DISALEXI,2005-10-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,6.805563,2234028
DISALEXI,2005-10-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,24.00681,14097
DISALEXI,2005-10-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,11.766751,413087
DISALEXI,2005-10-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,6.94027,97673
DISALEXI,2005-10-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,15.228022,31076
DISALEXI,2005-10-01,6-101,6-101,BULL FLAT,BULL FLAT,7.527315,78418
DISALEXI,2005-10-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,20.428504,10574
DISALEXI,2005-10-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,19.760555,12909
DISALEXI,2005-10-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,31.476158,14512
DISALEXI,2005-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,23.510153,357961
DISALEXI,2005-10-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,5.000834,39581
DISALEXI,2005-10-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,9.070838,31593
DISALEXI,2005-10-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,6.252376,1213306
DISALEXI,2005-10-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,11.514251,35753
DISALEXI,2005-10-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,28.065874,81717
DISALEXI,2005-10-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,7.036333,261304
DISALEXI,2005-10-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,10.790417,340242
DISALEXI,2005-10-01,6-061,6-061,CAMEO AREA,CAMEO AREA,2.608623,41842
DISALEXI,2005-10-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,27.873035,15902
DISALEXI,2005-10-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,5.966269,24310
DISALEXI,2005-10-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,33.219151,16929
DISALEXI,2005-10-01,3-018,3-018,CARPINTERIA,CARPINTERIA,58.628091,31790
DISALEXI,2005-10-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,9.781477,946894
DISALEXI,2005-10-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,22.990167,44241
DISALEXI,2005-10-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,36.305227,15038
DISALEXI,2005-10-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,24.635909,8193
DISALEXI,2005-10-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,11.158588,328083
