Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
DISALEXI,2023-02-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,27.758777,37173
DISALEXI,2023-02-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
DISALEXI,2023-02-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,37.063383,109825
DISALEXI,2023-02-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,35.68625,29243
DISALEXI,2023-02-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,31.844253,451355
DISALEXI,2023-02-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,31.141911,138967
DISALEXI,2023-02-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,25.435925,30519
DISALEXI,2023-02-01,7-016,7-016,AMES VALLEY,AMES VALLEY,7.821578,487562
DISALEXI,2023-02-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,11.657178,584274
DISALEXI,2023-02-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,35.626697,22317
DISALEXI,2023-02-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,30.574847,38866
DISALEXI,2023-02-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,18.277384,9175
DISALEXI,2023-02-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,17.930208,4529318
DISALEXI,2023-02-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,,0
DISALEXI,2023-02-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,28.60501,2914
DISALEXI,2023-02-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,25.462548,1295
DISALEXI,2023-02-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,28.845744,17646
DISALEXI,2023-02-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,9.055507,1152271
DISALEXI,2023-02-01,5-054,5-054,ASH VALLEY,ASH VALLEY,35.360023,10616
DISALEXI,2023-02-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,10.965337,124166
DISALEXI,2023-02-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,18.541319,1319
DISALEXI,2023-02-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,26.781944,3334
DISALEXI,2023-02-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,33.213615,852
DISALEXI,2023-02-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,19.75954,40934
DISALEXI,2023-02-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,12.334135,5408
DISALEXI,2023-02-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,7.868573,175679
DISALEXI,2023-02-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,14.067096,402232
DISALEXI,2023-02-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,27.557306,22790
DISALEXI,2023-02-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,31.961066,14897
DISALEXI,2023-02-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,40.101783,6897
DISALEXI,2023-02-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,33.654285,32897
DISALEXI,2023-02-01,5-015,5-015,BIG VALLEY,BIG VALLEY,27.886964,105276
DISALEXI,2023-02-01,5-004,5-004,BIG VALLEY,BIG VALLEY,28.841043,387891
DISALEXI,2023-02-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,32.077496,144395
DISALEXI,2023-02-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,9.394493,138327
DISALEXI,2023-02-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,21.031266,9979
DISALEXI,2023-02-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,36.521716,5641
DISALEXI,2023-02-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,6.207287,282155
DISALEXI,2023-02-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,3.834743,405078
DISALEXI,2023-02-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,37.364941,6201
DISALEXI,2023-02-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,,0
DISALEXI,2023-02-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,,0
DISALEXI,2023-02-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,6.032714,2233965
DISALEXI,2023-02-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,28.783903,12735
DISALEXI,2023-02-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,9.093513,413087
